Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,45,"[0.0, 34.00383415791907, 70.24762152553944, 107.51780296159939, 147.9533196605006, 190.8018848199091, 238.9669243175141, 294.5444278631106, 355.0418944769906, 415.602762866984, 475.70220980740146, 531.6206980967588, 586.7412065389799, 639.6395445710459, 690.5350265871427, 741.959001566991, 791.5277497287714, 839.8936156722846, 885.9539850084714, 928.8303811558933, 969.9589264553688, 1009.2338625427383, 1047.6916610959627, 1084.2356277825988, 1120.6971604853038, 1157.175900718024, 1193.007921401215, 1229.3645354128969, 1265.4585705022691, 1302.874156113124, 1340.5896992104294, 1378.462692156991, 1417.9810482109515, 1457.765011939663, 1498.1371934080862, 1539.5468318861167, 1580.6112611770386, 1621.6493565198566, 1662.3605215052567, 1701.2614509472319, 1738.8851939486817, 1774.7432752286563, 1809.516757504507, 1842.5930051260448, 1874.7835928699628, 1906.2004504178417, 1936.8878465001703, 1967.3250654904755, 1997.9668845654, 2028.1822304010025]","[4.1861873, 4.183076399999999, 4.1811471, 4.1796117, 4.178509200000001, 4.1774459, 4.1765404, 4.1757922, 4.1753983, 4.1748080000000005, 4.174335500000001, 4.1738629000000005, 4.173666000000001, 4.1731935]",3298.179448436415
3,0.5,1,45,"[0.0, 30.559589372080154, 66.78420740494607, 103.98421607952923, 143.6351610764409, 186.23356239353745, 234.61592681993227, 290.425857170885, 350.3152839756764, 411.4206291113603, 470.11349627648974, 527.5307136919428, 582.0937197932683, 633.4459878085872, 685.8216738156389, 736.274981468878, 785.8435186391719, 834.2888347871115, 880.0497321714713, 923.4045614738245, 964.0184603143837, 1003.4126414943287, 1041.1595620934058, 1078.094289530364, 1114.8659326062045, 1150.6404329144507, 1186.5300466331607, 1222.5714460301026, 1259.340399438383, 1296.4307093607454, 1333.8173943709724, 1372.3380108301553, 1411.6952336490472, 1451.737584726503, 1492.0569036265438, 1533.2412831303068, 1574.5139333901634, 1615.8560206428983, 1655.721088432931, 1695.1296998695775, 1733.0337201082434, 1768.9417902860082, 1803.4622903720347, 1836.271808602738, 1868.260960973153, 1899.6144062616827, 1930.3576244576225, 1960.4560830732394, 1991.0845332207286, 2013.5854413818356]","[4.186108600000001, 4.1831555, 4.1811471, 4.1797299, 4.178509200000001, 4.177603700000001, 4.1766977, 4.1759105000000005, 4.175280600000001, 4.1748471, 4.1744142, 4.173981200000001, 4.1735873, 4.173233]",3294.166526711834
4,0.5,1,45,"[0.0, 27.458748730875868, 63.89203851220054, 100.6648686263618, 140.61608198405304, 183.09521229102074, 230.9062843052469, 285.98228038216575, 346.5202255469494, 406.62725043741136, 465.932153865219, 523.4103626539946, 577.3256049013552, 629.6580945286925, 681.7436686258701, 732.0891372210202, 781.3389284078863, 829.664930721009, 874.9647051465541, 918.129037493093, 959.0565612380364, 998.2089633763356, 1036.3482746277186, 1073.0969493243283, 1109.3909474638835, 1145.3462920910265, 1181.0469965262891, 1217.7308053449638, 1254.0701934716053, 1291.1574192652502, 1328.584362475172, 1366.6799806416593, 1406.0759103327655, 1445.9634230387023, 1486.2774109343432, 1528.3127966573143, 1569.2054567186315, 1610.2663419223968, 1650.4932391003367, 1689.3710432907292, 1727.0581646149053, 1763.5772658886722, 1797.6957961932121, 1830.7986844712732, 1862.6492635498753, 1894.1581146143649, 1924.8224822233974, 1955.0593413216534, 1985.4546807604233, 2012.599718834976]","[4.1860294, 4.1831555, 4.1811471, 4.179533, 4.1784697, 4.1774459, 4.17658, 4.1759105000000005, 4.1752019, 4.1748080000000005, 4.1743746, 4.173981200000001, 4.1735086, 4.1732721]",3289.78870662896
5,0.5,1,45,"[0.0, 23.026384070763697, 59.23885561661132, 95.95434426852114, 135.6211178182466, 178.41596308181636, 225.6692989930301, 280.86332771398224, 340.6813056813219, 401.2450401317982, 461.051322159131, 518.0161737998561, 572.7130909673414, 624.8863677447058, 675.5866905817767, 725.9663100298288, 775.6281760556493, 823.6805843141286, 869.0424910711891, 912.4314225647285, 952.9980582731981, 992.2470466326805, 1029.9008598763207, 1066.6030230816455, 1103.1733077230374, 1138.6387376193252, 1175.1229543329346, 1211.3344906307502, 1247.6190915465554, 1284.8721026714088, 1322.5698356917264, 1360.7015527545136, 1399.4848049799998, 1439.7674210728374, 1480.348881805115, 1521.275175630772, 1562.583401760618, 1603.9980584986706, 1644.5078153508452, 1683.463122214418, 1720.872684330599, 1757.0378787978107, 1791.2204006086763, 1824.2052519755807, 1856.509706146972, 1887.7898434449194, 1918.3140244697752, 1948.614427060002, 1978.8634440072851, 1998.608208222995]","[4.1861477, 4.1831555, 4.1811471, 4.179533, 4.1784306, 4.1773672, 4.17658, 4.1758709000000005, 4.1752019, 4.1747684000000005, 4.174295900000001, 4.1738629000000005, 4.1735873, 4.1731544000000005]",3285.574194297279
6,0.5,1,45,"[0.0, 31.745351039107618, 67.5162149395345, 104.17105436298709, 143.69277143003956, 186.28604048860416, 233.13513980363143, 288.1356492356821, 348.15337081529844, 408.93949952795856, 468.25870997391075, 525.3782204948245, 579.5131891695873, 631.3644319092598, 682.3450024166832, 732.7696291533211, 783.1509543478708, 830.3458483184379, 875.6822371329354, 918.6776158379093, 959.1920348019114, 998.3335126748223, 1035.494865419968, 1072.894596372883, 1109.1612351118783, 1145.0212637463658, 1180.7514232003848, 1216.73907225546, 1253.246904567681, 1290.6678276604978, 1327.7652834005787, 1365.9657040438906, 1405.2445401668806, 1445.1230498399098, 1485.3448229043322, 1527.0343085544216, 1568.610946074237, 1609.193925288144, 1649.3873716379087, 1689.1963876994948, 1726.1898825898404, 1762.4808115192861, 1796.776259309733, 1829.7614459708973, 1861.6522745356053, 1892.9623230667282, 1923.5733272283421, 1953.705897709908, 1983.8059342963782, 2012.5102647610804]","[4.1860294, 4.183351999999999, 4.1810684, 4.1797299, 4.178509200000001, 4.1774855, 4.1765008, 4.1759892, 4.1754379, 4.1748867, 4.174335500000001, 4.1739025000000005, 4.1735873, 4.1733513]",3281.322919722631
7,0.5,1,45,"[0.0, 28.54196338887982, 64.7754859527613, 100.97822240470487, 140.3761201714218, 182.67891370289783, 229.57007061487218, 284.72519727527765, 344.15719885866224, 405.36216283360704, 464.6775753348775, 521.0344086758985, 576.1663953332602, 627.7857339979957, 679.1330650472812, 729.0994532252973, 777.8694303651453, 825.6725425267309, 871.2260884168097, 913.8319207562085, 954.4435656966375, 993.2495418400251, 1031.1717584669527, 1068.113275866659, 1103.8593902107564, 1139.9454071904875, 1175.7404645888266, 1211.7603317809303, 1247.9471769922686, 1285.2283983781294, 1322.9972249801879, 1361.017699012551, 1400.5274050722396, 1440.2234092679194, 1480.8127416268624, 1521.5611451706593, 1563.1386298214, 1603.939575382244, 1644.844889595022, 1683.7450080721453, 1721.3118156614062, 1757.284765332479, 1791.580914155276, 1824.772071350504, 1856.3631033854247, 1887.7588492115171, 1918.13246679083, 1948.2539419558054, 1978.5262049438818, 1998.1977924702953]","[4.1861873, 4.1831946, 4.181108, 4.1795721, 4.1784306, 4.1773281, 4.1767373, 4.1758709000000005, 4.175359200000001, 4.1747684000000005, 4.1743746, 4.1739025000000005, 4.1736269, 4.1733117]",3276.934022828096
8,0.5,1,45,"[0.0, 24.250459408272263, 60.19703580794476, 96.75867405759175, 135.90134783990834, 178.04635732574025, 224.3396473808922, 279.3798261988918, 339.0095353485641, 399.43402268623277, 458.86981503874745, 515.6787563028611, 570.4231633016914, 622.5415007601305, 673.4514094627639, 723.3340242614927, 772.4638333466726, 820.0145761586166, 864.8474373487127, 907.5052600403774, 948.4801510669438, 987.3010416227667, 1025.0620177742207, 1061.602640115886, 1097.4978644164707, 1133.6380505870943, 1169.389951792593, 1205.6939691361679, 1242.038233093547, 1278.9755783138344, 1316.6267142792192, 1354.5362525697974, 1393.5821157121936, 1433.422309750304, 1474.1575368605786, 1515.2916288035922, 1557.1120633775545, 1597.9494748957331, 1638.1041779751795, 1677.3581091963592, 1714.9086323052943, 1751.0080731303965, 1784.8430322248832, 1818.4737763386916, 1849.8940428656092, 1881.0832894580462, 1911.5285238184338, 1941.6106413570828, 1971.8199397567837, 1996.9079631572804]","[4.1862264, 4.1831946, 4.1809897000000005, 4.179533, 4.178391, 4.1774855, 4.17658, 4.1759105000000005, 4.1753983, 4.1747684000000005, 4.174295900000001, 4.174099, 4.1734691, 4.1732721]",3272.8587943219645
9,0.5,1,45,"[0.0, 33.60984397289826, 69.63814062026506, 105.9397893238139, 145.1429190717722, 187.31442351555143, 233.81022302355984, 288.0760286660195, 347.50701770347007, 407.90724167815995, 467.28462778150026, 524.1868189478774, 578.976833168624, 631.0401448144972, 681.6321411065193, 731.5313408985988, 780.9414920097371, 827.7324734120504, 872.628320473645, 915.7773402201307, 956.5687652624905, 995.332310478554, 1032.5452371618826, 1069.367579231427, 1105.5376356779166, 1141.1453224116171, 1176.9118690372643, 1213.257834670866, 1249.4473095907501, 1286.7321630720544, 1324.0660001767947, 1362.134409830866, 1401.1388554246219, 1441.078451988708, 1481.7624679529326, 1522.7957194421792, 1563.904301548198, 1605.3653666847072, 1645.7642370146646, 1684.4730660590867, 1722.1879055692034, 1757.9696205823943, 1792.4469419862216, 1825.6640846931668, 1857.30658301311, 1888.4902805700603, 1918.8960917435493, 1948.9707122258233, 1979.176489438336, 1997.6180977972404]","[4.186108600000001, 4.1830373, 4.1809897000000005, 4.1794934, 4.1782336, 4.1773672, 4.1765404, 4.1758709000000005, 4.1751227, 4.1746898, 4.174335500000001, 4.1739025000000005, 4.1736269, 4.173233]",3268.7412617405903
10,0.5,1,45,"[0.0, 33.83267764016034, 69.4864672918468, 105.44561153426446, 144.98999571236538, 186.57504795028467, 233.11114349730667, 287.29387234694536, 346.5337213466954, 407.7015471885271, 466.5723132156894, 523.0882646351337, 577.483184812554, 629.6565158129152, 679.9320805923916, 730.4616810146616, 778.9761973339379, 826.344279004136, 871.4096010396128, 913.7853276170782, 954.5551645799716, 993.4326155640241, 1031.2999234076233, 1067.3943219389298, 1103.7001103323819, 1139.5463701000199, 1175.382864064647, 1211.3387465073588, 1247.544952204446, 1284.58642137975, 1322.0150099234197, 1359.9885703174032, 1398.8186530433163, 1438.9737403807112, 1479.604514051036, 1521.2621348098296, 1562.3508183570857, 1603.110820511978, 1643.4401756362167, 1682.3562739620088, 1720.1571656646088, 1756.2888075765495, 1789.9997889069405, 1823.2921959719183, 1855.3071812386456, 1886.426963163572, 1916.9690460232073, 1946.6483735965517, 1977.1099689806479, 1997.151548370225]","[4.1859508000000005, 4.182919, 4.180871499999999, 4.1793752, 4.1782336, 4.1772885, 4.176383, 4.1757531000000006, 4.1750441, 4.174611100000001, 4.174138500000001, 4.173666000000001, 4.1733513, 4.1730361]",3264.566352277421
11,0.5,1,45,"[0.0, 27.072082273237697, 63.04237532355455, 99.275432463725, 138.20956328573504, 180.2751693315313, 225.99894460262158, 279.786219332172, 339.18009302266, 399.97793261143624, 459.2451931314298, 516.00874516177, 570.711294053789, 622.4818639589195, 672.9665655658847, 722.6986858734882, 771.3972768843017, 818.3348701667065, 863.7133015160431, 905.7674771312696, 946.8669475459573, 985.398006836083, 1022.8249068483921, 1059.2974563613525, 1095.3280317782937, 1131.1889977424462, 1167.3348529998407, 1203.0474847587266, 1238.908903152088, 1275.8859964634903, 1313.4179274236776, 1351.5587038618046, 1390.5989696520123, 1430.7509358012194, 1470.7826471242552, 1511.97876624125, 1553.653015707774, 1594.4229974360355, 1634.7562834570685, 1674.1094121790943, 1711.6710108358584, 1747.8062963940529, 1781.39857299107, 1814.403705803074, 1846.3681276761422, 1877.2734905896245, 1907.7401667999134, 1937.967298328762, 1968.001566211893, 1997.179845865884]","[4.1860294, 4.183076399999999, 4.1810684, 4.179533, 4.1782727, 4.1772885, 4.1765404, 4.1758709000000005, 4.175280600000001, 4.1746898, 4.1742568, 4.1738629000000005, 4.1735086, 4.173233]",3260.669214067522
