Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,25,"[0.0, 32.45107217297908, 70.73858860099563, 109.58237238961266, 148.99590088802, 191.68989334787562, 238.72953588260765, 294.05172123268784, 351.9043698576531, 409.1527684622145, 464.95835607077987, 518.7710287995835, 571.9770338134933, 626.1042016204706, 682.0591086192253, 738.0129120027316, 793.9972543063986, 847.2123296497623, 897.9427998770016, 945.6617990937407, 990.5592948373846, 1033.3100263133529, 1073.4625102474163, 1112.2178091394048, 1149.2937697237105, 1185.5943010357853, 1220.4851652019108, 1255.7183314987453, 1290.030097748792, 1324.3817960434515, 1358.9575268903845, 1393.6223194761617, 1429.1258741970585, 1464.3930492293377, 1500.901196219901, 1537.477612120605, 1575.0625084985054, 1612.7457982455153, 1651.0920049307479, 1689.4666568095622, 1727.7200959227039, 1765.1523085535619, 1802.2435414742035, 1838.235713896534, 1873.0385505645272, 1907.1585764223187, 1939.7819282934115, 1971.0861523960675, 2002.253629559213, 2020.9588312771284]","[4.1816826, 4.177272299999999, 4.174398399999999, 4.1721935, 4.1704216, 4.1689649, 4.1678624, 4.166877700000001, 4.1660118, 4.1651454, 4.164594200000001, 4.1639643, 4.1634917, 4.1630588]",3221.568945201824
3,0.5,1,25,"[0.0, 33.09640706607496, 71.48235028389485, 109.51973904024231, 148.5548918132227, 191.1166915939179, 238.4587385933342, 293.3569975849195, 351.23676464515205, 408.5965631672262, 464.51871877801256, 518.6940789339064, 572.1185883389537, 625.7249873499597, 680.6805374602691, 737.7871764481204, 793.2928577806449, 846.7641211630701, 897.3320243555306, 945.0449152055271, 990.2352662306187, 1032.9698460697991, 1072.5828296734346, 1111.392650893416, 1148.686589379647, 1184.2557581426117, 1219.897323097152, 1254.6486516213724, 1288.8305595347265, 1323.300502079369, 1357.7006886307006, 1392.5397959318252, 1427.4403944583505, 1463.145015132724, 1499.7226588571223, 1536.2480732083827, 1573.7749071412536, 1611.0106783279473, 1649.9684226983684, 1688.4070640254552, 1726.3341002118098, 1763.8470066919206, 1801.0468053913853, 1837.5021105134122, 1871.9029972693513, 1905.3714262770316, 1937.8974340398283, 1969.5408100012708, 2000.448743324033, 2021.2654302377662]","[4.181643, 4.1771936, 4.1743193, 4.1721144, 4.170382, 4.169004, 4.1678228, 4.1669564, 4.165932700000001, 4.1652241000000005, 4.1645546, 4.1640034, 4.163412999999999, 4.1629796]",3220.474811570097
4,0.5,1,25,"[0.0, 26.369930496456334, 64.89535384582564, 102.59114653841186, 142.14902919674262, 184.0872177888125, 231.4827021861213, 286.0183958143508, 343.72182627301584, 400.9083964478941, 457.37942277598836, 511.559766237115, 564.9217848306916, 617.9151349238407, 673.2694411263087, 729.5633723656947, 785.323576189498, 838.6767773371034, 888.794519136205, 936.6350497890624, 981.8102027747907, 1024.5691874970942, 1064.7713946440072, 1102.9512205023152, 1139.9079812147554, 1176.316902944118, 1211.6955719302623, 1246.066789798679, 1280.6699112096994, 1314.9211076431993, 1349.3801646591544, 1384.1844200816963, 1419.1103201619744, 1454.8324540514811, 1491.1847784241304, 1527.9303756093325, 1565.1192358619369, 1603.6010769222148, 1641.0256786453251, 1679.6775390780103, 1717.694441000322, 1755.4286524073527, 1792.1077716670065, 1828.5604259427419, 1863.0542482745673, 1896.5750251034365, 1929.3909310263234, 1960.5275718353964, 1991.4477787270084, 2019.7641285614714]","[4.1815643, 4.177115000000001, 4.174122799999999, 4.1719179, 4.1701851, 4.1688466, 4.1677046, 4.1666417, 4.165932700000001, 4.1651058, 4.164358099999999, 4.1638064, 4.1633735, 4.1627436]",3218.161165115557
5,0.5,1,25,"[0.0, 26.284450322922964, 64.5310580259353, 102.67851890664986, 141.71965603463127, 183.2525405252319, 230.22064358751948, 284.1747732645222, 342.1599399632636, 400.1237346148488, 456.1802908374674, 510.25136779724573, 563.5902430429218, 616.9831817616483, 671.6387857129545, 727.7607140756176, 783.7571463774744, 836.7990960086305, 887.0780017339474, 935.2776065829934, 979.7835742673946, 1022.7331087651897, 1062.6025301227442, 1101.6735648475506, 1138.376114283004, 1174.3299692908959, 1209.3858007306976, 1244.2577318050708, 1278.5720458898281, 1313.101909085914, 1347.337195236922, 1382.052641183614, 1417.4120901708452, 1453.0278230220279, 1489.3501954098638, 1525.8565300223959, 1563.13168656383, 1601.2322775783086, 1639.3085923818844, 1678.0087045765927, 1716.011006694399, 1753.4867647604133, 1790.3350839428863, 1826.1981210635226, 1861.0596610433554, 1894.5434891872328, 1926.3897997736594, 1958.2531504769286, 1989.229271129233, 2006.6973011088044]","[4.181643, 4.177272299999999, 4.1743193, 4.1720753, 4.1703429, 4.1690435, 4.1678228, 4.1667204, 4.1660118, 4.1651058, 4.1645546, 4.1639247, 4.1634917, 4.1629405]",3216.665560883112
6,0.5,1,25,"[0.0, 30.45866826329069, 68.92020290438268, 106.43482842509297, 145.34388093031544, 187.22259210356538, 233.6035315101052, 287.61153552760663, 345.16591976066104, 403.89628309297757, 459.5162158182126, 513.7656859947093, 566.5243663027336, 620.4903316889245, 675.0440788196568, 731.2963289537354, 786.3610066830267, 840.1888060925573, 890.8830311573711, 938.231726409806, 983.2929729190919, 1025.7378698446212, 1065.671508955562, 1104.3486332142766, 1141.2626691775934, 1177.4869387310082, 1212.313495223737, 1247.0467760048898, 1281.4628964621404, 1315.1178006680598, 1350.2629078898897, 1384.8882683858328, 1420.119641137302, 1455.6732954777654, 1491.8878538894282, 1528.2661974449447, 1565.9654391205959, 1603.8709040842718, 1641.8622820724336, 1680.5567917849053, 1718.488233731116, 1755.8084869164663, 1792.7236633862703, 1828.4740249551983, 1863.4255634222004, 1896.9608886999058, 1928.8789356279913, 1960.62718329998, 1991.1473600551835, 2019.740132677679]","[4.1814857000000005, 4.1770363, 4.1742015, 4.1720753, 4.1703429, 4.168885700000001, 4.1677833, 4.1666417, 4.1658936, 4.1652241000000005, 4.1645155, 4.1640825, 4.1634917, 4.1629009]",3214.311977406278
7,0.5,1,25,"[0.0, 33.979449932794296, 71.54575811791324, 109.64921838948715, 148.67475665038648, 190.51826795948705, 236.22680576082848, 289.42471777768037, 347.71562606236887, 405.60751347296946, 461.85451845636305, 516.3979085354326, 569.322793238736, 622.4630826270696, 677.3393368409128, 733.497132869954, 788.4422219134436, 842.1202313513612, 892.3977335781925, 940.4067383598978, 984.6629094088377, 1027.567434956512, 1067.4201395534465, 1105.8699322337889, 1142.6623644816145, 1178.6838923958849, 1213.8847934324235, 1248.5546756082085, 1282.3644433497038, 1316.7698439358373, 1352.02401941173, 1386.5314579516516, 1421.7976121999523, 1456.9460442642007, 1493.4520525217508, 1530.0813466754116, 1567.3950952589744, 1605.1671834918407, 1643.165791418773, 1681.8317565244183, 1719.8670147201783, 1757.6152791255809, 1794.0253578607203, 1829.9573924823844, 1863.9779214323376, 1897.8546408395641, 1930.2274434056835, 1961.8347130930179, 1992.5785121137856, 2019.7795340694188]","[4.181721700000001, 4.1772332, 4.1742406, 4.1721144, 4.1703033, 4.168807, 4.1677442000000005, 4.1666417, 4.1658936, 4.1651454, 4.1644759, 4.1639247, 4.1633344, 4.1629009]",3212.261872269693
8,0.5,1,25,"[0.0, 23.126830594011437, 60.92024931987123, 99.18672044955827, 137.5139164583826, 178.87043172727726, 224.93949484538985, 278.3848295850114, 336.3033922604633, 394.4098042343426, 450.59533258335875, 504.8511670507937, 558.161297413659, 610.9894134992325, 665.7829887793752, 721.1885546877612, 776.6410948455133, 829.8852110993508, 880.7070646339708, 928.2295345374833, 973.0506358809513, 1015.1121951960953, 1055.4702881371682, 1093.6582079072027, 1130.5683744471066, 1166.1379211414583, 1201.8755711112353, 1235.9794888913216, 1270.8212174668524, 1304.868427882639, 1339.5013324477527, 1373.9983243417732, 1409.161159715019, 1444.662255836064, 1480.9528584142367, 1517.5278150779095, 1554.8619205806986, 1592.6552561534977, 1630.953761779212, 1669.217824404012, 1707.105638417555, 1744.8592241828487, 1781.6960107874143, 1817.7060320889432, 1852.3268503131253, 1885.406486108072, 1917.7946931190058, 1949.0526078700555, 1979.9480216731008, 2004.80605230123]","[4.1816039, 4.1771936, 4.1742406, 4.171957, 4.1702247, 4.1689253, 4.1677046, 4.1667204, 4.1658936, 4.1651454, 4.164594200000001, 4.1640034, 4.1633735, 4.1629796]",3209.898187485082
9,0.5,1,25,"[0.0, 25.86896725716531, 63.58548174178469, 101.09595599806238, 140.2238750113459, 180.78923036480984, 226.84758208547186, 280.14449939750915, 338.23068561855547, 396.84622747687257, 452.7030899300161, 507.157809563026, 560.2770311014908, 612.7027208884865, 667.0001776843658, 722.6043297456642, 777.8820951697942, 831.1994908124898, 882.0365299595169, 929.5213672851282, 974.2982091214205, 1016.5331178518231, 1056.5424861600736, 1095.0123342570953, 1131.9650702785707, 1167.509602485138, 1202.9044744514138, 1237.2524969055776, 1271.840169898077, 1305.8858290376622, 1340.0680581748284, 1375.1776033775755, 1410.3786555527145, 1445.988750116778, 1481.849943317745, 1518.6396077607887, 1555.858962448211, 1593.7164741602576, 1631.791513520791, 1670.1556947453917, 1707.980338701377, 1745.9118606190902, 1782.4101266132063, 1818.6792320213588, 1853.0846274085795, 1886.193467178273, 1918.5621571005615, 1949.7704738563373, 1980.5486848656844, 2004.714239086915]","[4.1814857000000005, 4.1770759, 4.1742015, 4.1720357, 4.170382, 4.1688466, 4.1676655, 4.1667204, 4.165932700000001, 4.165066700000001, 4.1643972, 4.163846, 4.1633735, 4.1629009]",3207.329063119029
10,0.5,1,25,"[0.0, 29.12142409680274, 66.3964845159748, 104.33784766140008, 142.32257440384302, 183.66962154300148, 229.29829126724798, 282.1818794479039, 340.29350679530677, 398.14682811918334, 454.6284969945289, 509.4864998224197, 562.3808667860519, 615.2709102454262, 669.2834374332547, 724.4918953441131, 780.2598121196525, 833.3794420822803, 883.784879086073, 931.5758715937811, 975.8574673620064, 1018.3606485606936, 1058.1585322563128, 1096.9336727578018, 1133.695834347336, 1169.3621451950914, 1204.6555051158186, 1238.3237395705237, 1273.0711165109933, 1307.6374919206378, 1342.3191155932022, 1376.8004339014917, 1411.6306588632206, 1447.1946558312811, 1483.3998057340548, 1520.0579701118168, 1557.6687306299393, 1595.3658826276283, 1633.433568552258, 1671.8645293347715, 1709.6607426546013, 1747.292959593154, 1784.153318734477, 1819.591895446111, 1854.4766298897596, 1887.8814403617673, 1919.9285028584343, 1951.311262790586, 1981.835731626558, 2005.0299287343325]","[4.1815643, 4.1770759, 4.1743193, 4.1719966, 4.1702638, 4.1688466, 4.1677442000000005, 4.166563, 4.165854, 4.1651454, 4.1645546, 4.1639247, 4.1633735, 4.1629009]",3205.0803952644847
11,0.5,1,25,"[0.0, 31.296298904878086, 68.71400281450622, 106.57687613622386, 144.81538408857557, 185.81802508429098, 230.94781756843656, 283.97774206912027, 341.95817499418615, 400.1995719976986, 456.31235235922395, 511.00817788236975, 564.0758904394092, 616.8651354047383, 670.6391564604237, 726.2770018937958, 781.3690843799391, 835.1689928544567, 885.3221898010047, 933.0468971195853, 977.6756529776576, 1019.6393526596703, 1059.6420099204965, 1097.761063244502, 1134.8357800680335, 1170.371150578999, 1205.7754593231273, 1240.2079957641229, 1274.449253071293, 1308.1565092228768, 1342.994830181315, 1377.4047003821963, 1412.540848202139, 1448.3704718160768, 1484.7015262717287, 1521.1290349981834, 1558.6553436491051, 1596.0248342504938, 1634.5083570104634, 1672.8982439328843, 1710.5539430060162, 1748.0714920168598, 1784.715174293974, 1820.6179495414763, 1854.7967180551373, 1888.022892863718, 1920.5169914644416, 1952.0791788103138, 1982.6224607627046, 2004.6523265988494]","[4.1816039, 4.1769576, 4.174122799999999, 4.171957, 4.170146, 4.1688466, 4.1676655, 4.1666021, 4.165854, 4.164988, 4.1644759, 4.1638856, 4.1633735, 4.1628222]",3202.333156381836
