Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,45,"[0.0, 35.774887811610256, 73.58584949254328, 112.9119817946862, 155.30459991566488, 202.3422010854199, 250.57655360657714, 299.3674578101586, 346.6170381820815, 392.977896499027, 438.08045992107725, 482.99918776626384, 529.1847535617507, 576.4763800637269, 626.1257889564439, 673.3829632079943, 719.4033452421437, 763.4104868372566, 805.8385685436596, 846.3599410653511, 885.387686871666, 924.0661915814461, 962.0223814249488, 999.5864481883931, 1036.888326875156, 1075.0685086158442, 1113.01456039179, 1151.8496651701107, 1191.2786328142756, 1230.82832127756, 1270.8457773843152, 1311.4554925576153, 1353.8040041642048, 1397.2504591938819, 1442.4436120755663, 1488.8477719366683, 1534.9297586790017, 1580.8318199028436, 1624.1001059708897, 1664.9628695154752, 1703.1811444992663, 1738.562612210997, 1771.444577877996, 1802.341013634199, 1831.9037133243946, 1860.596915482222, 1888.5384186573433, 1916.3122044777788, 1944.313852273417, 1971.8286993277302]","[4.1864419, 4.1827798, 4.180181, 4.1784091, 4.1769915, 4.1757708, 4.1749439, 4.1741958, 4.1732898, 4.172581200000001, 4.1722660000000005, 4.171636100000001, 4.171124, 4.1708484]",3336.4914913509133
3,0.5,1,45,"[0.0, 27.20955545341849, 65.30804986284818, 104.29796643251098, 145.58664186306282, 192.33587634800642, 241.12582069230632, 289.80584157313206, 337.0737006349027, 384.12584062317956, 429.1917231927125, 474.2038860455648, 519.2766239945272, 566.3260632266647, 614.6084812667061, 662.0989939303997, 708.3001726368398, 752.409732294266, 794.6960652522255, 834.4756381496804, 874.3682968086584, 912.7677716252367, 950.317871911323, 988.2880041009205, 1026.173605108054, 1064.041743916608, 1102.1371714638103, 1141.2168859828341, 1179.9072717922504, 1219.6035320180897, 1259.6506720396926, 1300.8209470780505, 1342.8610553577068, 1387.1130669642462, 1431.7178750525236, 1477.4064062755065, 1523.9359860340141, 1569.5893401285111, 1612.864560283148, 1653.8861051971012, 1691.8141955272404, 1727.2185007912235, 1759.2571498869293, 1790.438586461872, 1819.8581828021647, 1848.492120868019, 1876.4243478095163, 1904.1846476739738, 1932.2279701154048, 1958.2625576955847]","[4.1867962, 4.182898000000001, 4.180378, 4.178803, 4.1773067, 4.1760464, 4.1750622, 4.1741958, 4.1736836, 4.1729355, 4.1724629, 4.1721087, 4.171636100000001, 4.1712031000000005]",3333.252699365506
4,0.5,1,45,"[0.0, 29.636548003816074, 68.39336207326585, 106.77552253854617, 147.8924792711814, 193.79867636460312, 242.62804572230527, 291.90659659717517, 339.1941384544572, 386.04026395031303, 431.18290754634893, 475.81637466367044, 520.9615158639743, 566.91148664627, 615.3639478998601, 663.3167645218776, 708.949817030846, 753.1943246754294, 794.8480923686074, 835.5591018227532, 874.4050790603229, 913.0926204012368, 950.6679757318071, 988.4766299786239, 1026.3141331948286, 1063.9044426918967, 1102.2043152414763, 1141.175981393506, 1180.1406947402588, 1219.667896418121, 1259.869553366731, 1300.7680833709096, 1342.945602017478, 1386.000007586923, 1431.8281698370392, 1477.831027144276, 1524.4955962542795, 1570.0641566841346, 1613.496481078506, 1654.341090778982, 1692.2717901240844, 1727.0759354547658, 1759.3000382008922, 1790.21450542589, 1819.7144115093392, 1848.1460409335155, 1876.1037248730959, 1903.935697213571, 1931.7932961752422, 1957.7649647318522]","[4.1865602, 4.1830163, 4.1802993, 4.1785274, 4.1771884, 4.1760464, 4.17518, 4.1742744, 4.173605, 4.1730928, 4.1723843, 4.1718721, 4.1717148, 4.1710453]",3330.797843974879
5,0.5,1,45,"[0.0, 33.25180537251242, 70.46291600326049, 109.53608558267513, 149.34533615430598, 195.12253374412353, 243.99864745577975, 292.86484913248785, 340.69218620722427, 386.9091870776972, 432.2258488003233, 476.7798857823725, 521.9091898163729, 567.8918271805485, 615.8628199622808, 663.1376633715104, 709.0313931993378, 752.8880368959301, 794.9394889860403, 835.2635946814296, 874.3824599153402, 912.8651456845846, 950.7920128089679, 987.9906877079823, 1026.0387387076366, 1063.7759247222057, 1102.0423564371476, 1140.8589509542492, 1180.076859414215, 1219.4380541117848, 1259.579873454542, 1300.737223944419, 1342.9128434340103, 1386.397462590936, 1431.8291087856505, 1477.9030238567784, 1524.9107030440573, 1570.249694581426, 1613.4701126597838, 1654.2129198283847, 1691.543397279484, 1726.857244103715, 1759.3103626338607, 1790.227811199372, 1819.6062961984821, 1848.0473254166582, 1876.080428124173, 1903.8386393983328, 1931.7919306090812, 1957.3194928055136]","[4.1866388, 4.1829767, 4.180378, 4.178605999999999, 4.1772275, 4.1759677, 4.1752586, 4.1743135, 4.1738415, 4.1732111000000005, 4.1726208, 4.1721873, 4.171636100000001, 4.1713605000000005]",3327.9982953377285
6,0.5,1,45,"[0.0, 21.923774486220736, 59.11245464630497, 97.66959957871427, 137.40042841460627, 182.63497887535823, 230.6073742675103, 280.28981950657726, 328.3295154432328, 374.6016463018966, 420.1193944423194, 464.3102654889974, 508.9025023983404, 554.5908560353739, 601.9119881732372, 649.6628182305158, 695.1189960748918, 739.362734417429, 781.3102764155076, 821.7433706590027, 861.125138656739, 899.5682771358274, 937.0991155391591, 974.7276272476618, 1012.3830082651687, 1050.082268367872, 1088.4096195739237, 1127.2596942861646, 1166.1216514948057, 1205.4998548803571, 1246.2002155992614, 1287.1651016712615, 1329.4668862266992, 1372.6955702438577, 1417.859982900427, 1464.2114449008636, 1511.3575870817772, 1556.7053636287642, 1600.1307090202217, 1640.6573429141067, 1678.5212163781289, 1713.1384274971133, 1745.4883516731638, 1776.4079358232038, 1805.9862207363467, 1834.3919965280593, 1862.2977660946872, 1890.0657376236245, 1918.2497332672233, 1943.3320578157554]","[4.1866388, 4.1827407, 4.1804566, 4.1785274, 4.1774244, 4.1759281, 4.17518, 4.1743927, 4.1736445, 4.1732898, 4.1726995, 4.1721873, 4.171636100000001, 4.1714001000000005]",3325.070098366701
7,0.5,1,45,"[0.0, 24.85582870534199, 61.87967518372773, 100.61102991354585, 139.7845262751424, 184.37844424620164, 233.4911134049495, 281.3291941350635, 329.8408319690574, 376.66216809611103, 422.3727629336116, 466.5386766911239, 511.54723836906294, 556.545628535399, 603.4678845555505, 650.5542004577973, 696.8335773063981, 740.7295506893398, 782.5572683545171, 822.8955803406328, 862.0813254618841, 900.5797785669175, 938.6355365587123, 976.0879058939742, 1013.5623256125012, 1051.6240534079911, 1089.5751780277378, 1128.5924409314935, 1167.487916716169, 1206.7858007253435, 1247.0640884456475, 1288.6867592355616, 1331.1357954656473, 1374.917060712727, 1419.706755333159, 1466.3843467881566, 1512.9417033915825, 1558.238282025824, 1601.6487703724488, 1641.9794372753308, 1679.9702997070108, 1714.6413866896442, 1747.0558141207293, 1777.8851827129533, 1807.3032028397456, 1835.7431034323135, 1863.5363884710232, 1891.4272902820844, 1919.6390983372635, 1942.989200844659]","[4.186363200000001, 4.182937600000001, 4.1805353, 4.1786451, 4.1772275, 4.176125, 4.1751409, 4.1743927, 4.1735654, 4.1730537000000005, 4.1727386, 4.1721873, 4.1719117, 4.1713209]",3321.122206779242
8,0.5,1,45,"[0.0, 23.79336984778888, 60.57352404722383, 98.482120946171, 138.24530529642584, 181.97105536427716, 230.18196184423482, 279.04285365915337, 327.32655331741364, 374.17558672944836, 420.00632712413915, 464.196575095625, 508.44328577452177, 554.2569855568648, 600.2466679143939, 647.5794541034846, 692.9484021550437, 737.0678535010758, 778.961959940238, 819.7687813840577, 858.9786937225405, 897.31482753224, 934.820944041693, 972.7209540403004, 1010.2508597376296, 1048.1669480035457, 1086.2692149206614, 1125.0870605080145, 1164.0465845431013, 1203.5455475388435, 1243.583951065587, 1284.2123207507511, 1326.9365986569883, 1370.6757331495191, 1415.566826719631, 1461.9392977762113, 1509.3130114080263, 1554.6370442079974, 1598.1429630929429, 1639.2045337105515, 1676.2948135095971, 1710.7351015257814, 1743.544350604744, 1774.3957988158995, 1803.8727311857397, 1832.3333135607722, 1860.1454063696629, 1888.1466145687846, 1916.2807835103786, 1943.1781881867132]","[4.1865997, 4.1827011, 4.1803384, 4.178605999999999, 4.177148799999999, 4.1760068, 4.1751013, 4.1742349, 4.173605, 4.1730928, 4.1726208, 4.1722660000000005, 4.1719117, 4.1713605000000005]",3317.935590793725
9,0.5,1,45,"[0.0, 24.603007187893013, 60.60175602298261, 98.66427274817363, 138.12238370556054, 181.49312580610524, 229.65536903688474, 278.05926655339056, 326.90323080694907, 373.99896094482574, 419.7819256276987, 463.3657048532466, 507.91448852786516, 552.8647669091849, 599.1442267588868, 646.1111014574776, 692.145230141917, 735.523476290773, 777.9869090617749, 818.3914560864357, 857.8698697344821, 895.8978387697007, 933.8776611537619, 971.4585577112089, 1008.8678666315654, 1046.8354388915416, 1085.2813219519633, 1123.4532074465458, 1162.6279640985294, 1201.9678138891836, 1242.3013671396134, 1283.6761083068502, 1326.1533259187252, 1369.7877285573838, 1414.623927958102, 1462.2500371556641, 1508.817445762232, 1553.7794516922556, 1597.5042536024027, 1638.4450614217137, 1675.8393910557736, 1710.667459509106, 1742.593513495796, 1773.3415061340627, 1802.7621001370655, 1831.3582877400302, 1859.198745477487, 1887.085039072487, 1915.3666292902847, 1943.3365328302677]","[4.1864815, 4.1826620000000005, 4.1804171000000006, 4.1784482, 4.177345799999999, 4.1760464, 4.1751013, 4.1742744, 4.1735263, 4.173172, 4.1724238, 4.1721873, 4.171636100000001, 4.1712818]",3314.104626012509
10,0.5,1,45,"[0.0, 24.441318971988153, 60.55994604570992, 98.46014910789052, 137.58977556918444, 180.6703554040705, 228.5410906645351, 277.50741673751634, 326.0753018039602, 372.5764950463033, 418.67292734754506, 462.69220047611725, 506.56472789460213, 551.6471256647249, 597.9455752463432, 644.5563230079204, 690.4988264611648, 734.5541357752027, 776.5121284765889, 816.6126932360903, 856.2716144049198, 894.6618057878759, 932.349488458817, 970.1842038180321, 1007.5538433914894, 1045.8426720038, 1084.0660669856902, 1122.2556117488364, 1162.2372674693759, 1201.260280812165, 1241.6594773464974, 1282.282096917348, 1325.7523551682834, 1368.7201708717025, 1414.0653217168629, 1460.6958647351048, 1508.0439546774542, 1553.0032973352545, 1596.4574827715933, 1637.3559573092548, 1674.3116355744123, 1708.710933203064, 1741.141335590823, 1772.0415848088523, 1801.4883920184739, 1830.02958405987, 1857.813592520049, 1885.5690258472296, 1913.8400537065204, 1942.7031337861463]","[4.1864419, 4.1827407, 4.1802993, 4.178330399999999, 4.1768732, 4.175889, 4.1751409, 4.1743135, 4.1737623, 4.1732898, 4.1726599, 4.1721087, 4.1715965, 4.1714001000000005]",3310.681883365884
11,0.5,1,45,"[0.0, 21.589726183473545, 58.08912446371369, 96.29481641242705, 135.08678710978984, 177.52040973524993, 225.05034701761656, 274.2965497029438, 322.3947053482227, 369.6440021287385, 415.1422598985803, 459.42469933166467, 503.6200085780265, 548.0542305511754, 594.4888624716821, 641.0583808426693, 686.4837648223206, 730.5728356792731, 772.6377133608437, 813.1554621229625, 852.4635175387273, 890.8871053663645, 928.7074098799003, 965.9912124297728, 1003.8082788115823, 1041.5408853519841, 1079.5662885689812, 1118.3243589888789, 1157.5111403234598, 1196.9236303788841, 1237.101312166872, 1278.2996602146952, 1320.458098127602, 1363.9150246454685, 1409.9622904293203, 1456.6418223006283, 1503.7189538726104, 1548.3511461742821, 1591.377569726448, 1632.553351025813, 1669.988351952312, 1704.1982447150974, 1736.6874016905142, 1767.6497680513992, 1796.9424786248867, 1825.4970045393682, 1853.566662175376, 1881.197642118989, 1909.5061749009285, 1929.1587084149166]","[4.1864419, 4.1827407, 4.1801414, 4.178330399999999, 4.177031, 4.1759281, 4.174983, 4.1743135, 4.173605, 4.173172, 4.1726208, 4.1719513, 4.1715965, 4.1712031000000005]",3307.188064877932
