Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,45,"[0.0, 29.22734891902803, 68.45739897804685, 108.48136844195392, 151.42756204451473, 198.77478903212125, 247.65816977219674, 296.21794887707256, 343.5164130010098, 389.5994513024418, 434.8076293590002, 480.5784406974676, 526.3774175113483, 574.9078344234622, 624.4723605531719, 672.5756059339683, 718.9604707492208, 762.9038920941705, 805.4849005826331, 846.0578191941811, 885.1684436933185, 923.9850427643153, 962.0786674071776, 999.3367758215186, 1037.0599711724171, 1074.9979721574937, 1113.2284463130486, 1151.6525831989852, 1190.754344426778, 1230.336944064036, 1270.6546821733316, 1311.1813183346649, 1353.8369381878624, 1397.1716452316105, 1441.8133085536238, 1488.3192158288143, 1534.4672569017694, 1580.1130150445256, 1624.275068332162, 1665.8503449660398, 1703.975069202757, 1740.0393589348669, 1772.94705189755, 1803.9860331145064, 1833.9961656460587, 1862.6864759324358, 1890.662084171156, 1918.4107692227103, 1946.1836050080515, 1972.5629143654382]","[4.186882, 4.1831417, 4.1806612, 4.1788106, 4.1772752, 4.1760545, 4.1752276, 4.1743617, 4.1736135, 4.173101399999999, 4.1724715, 4.1721568, 4.171566, 4.1712513]",3337.6808616924377
3,0.5,1,45,"[0.0, 36.52517203539071, 75.56547995882397, 115.33568802975958, 158.03199385315156, 204.66581905286694, 253.9535930133526, 302.6288688656342, 349.72008148919065, 396.28778743189343, 441.79310675646286, 486.7556421379635, 532.7900273079539, 580.9214970799952, 629.7602598313739, 677.6164712776593, 724.1927478931601, 768.198418672362, 810.3118277425307, 851.142895120952, 890.9158138648253, 929.1935432951674, 967.0612337103015, 1004.6321486404787, 1042.2052416007996, 1079.9918176839833, 1118.3230148880762, 1156.8767409305538, 1196.541588069063, 1235.5409221343775, 1276.0134614884537, 1316.8801757270621, 1358.7173885292614, 1402.0583550118167, 1447.187449672681, 1493.3995482789283, 1539.7729069058687, 1585.759663014327, 1629.2376813555447, 1670.3906869742773, 1708.9874357353324, 1744.2798988443883, 1777.3734208946216, 1808.5439451465845, 1838.1041419305388, 1866.781958130402, 1894.8099960547725, 1922.4331260627782, 1950.4238897611076, 1973.0275469799103]","[4.1866455, 4.1830235, 4.1805429, 4.1786923, 4.1773539, 4.1760154, 4.1750703, 4.1743617, 4.1736922, 4.1730623, 4.1726685, 4.1720386, 4.1716843, 4.1712513]",3335.977283006593
4,0.5,1,45,"[0.0, 28.150225418235436, 66.6943746242033, 106.73708552551898, 148.22358146800104, 194.91473430142128, 244.12578163325156, 292.28716234820706, 340.2820229491508, 386.4225673042613, 432.36162187482523, 476.5634490899222, 522.4365631741096, 569.7599054158982, 618.5579578616762, 666.4379951524957, 712.448201244438, 756.2643409769532, 798.8935587932135, 839.456211427741, 878.5864191765886, 917.4630316872692, 954.9149645906775, 992.6802743665603, 1030.3074642360268, 1068.0183151215738, 1106.1972576764385, 1144.5394766716329, 1183.6403004417525, 1223.2147529556992, 1263.3623298485468, 1304.3431645892747, 1346.4744329626567, 1390.028501524188, 1435.0265765028757, 1481.3843621032556, 1528.032727811746, 1573.9237418188536, 1617.5059460784082, 1658.8833727832684, 1697.0066173987361, 1732.7319820088896, 1765.1467408666467, 1796.5232925897844, 1826.2514154360424, 1854.861014234537, 1882.860828604419, 1910.4187168003473, 1938.4355243421865, 1958.7501715319786]","[4.1867247, 4.1831417, 4.1806612, 4.1787319, 4.1773539, 4.1764088, 4.1753459, 4.1746373, 4.1738496, 4.173141, 4.1727867, 4.1722355, 4.1718812000000005, 4.1715269]",3332.614708557942
5,0.5,1,45,"[0.0, 28.452773769738542, 67.18056758977184, 106.29953774203011, 147.9999066900259, 194.5129225448793, 243.19421751350478, 292.3346803220294, 339.6805572255504, 385.85885137289836, 431.3755620777314, 476.65125119068, 521.2626388032821, 568.5173884113241, 617.0776023065044, 664.6207256493143, 710.9250590644289, 754.8189804442844, 797.1102499561663, 837.6542961137014, 877.064950684941, 915.2799019538619, 953.3278767760652, 990.4800947970065, 1028.569792694675, 1066.5219376846758, 1104.5849341992653, 1143.1211349496498, 1182.1579289529996, 1221.6128922607263, 1262.4718871059304, 1303.1414641452648, 1345.26197704282, 1388.4571144752285, 1433.3986493701364, 1479.7101411477483, 1526.7419917381776, 1572.4453440433126, 1616.3461276816615, 1657.6280866423344, 1695.5743816966792, 1730.8835785851893, 1763.4986215433828, 1794.543955745305, 1824.310774929424, 1852.945977924162, 1880.8710690025127, 1908.292766524551, 1936.4928829652786, 1958.6852383553737]","[4.1869211, 4.1831021, 4.1807399, 4.178968, 4.177550800000001, 4.176291, 4.1754246, 4.174676399999999, 4.1738496, 4.1733379, 4.1727867, 4.1723537, 4.171999, 4.171447799999999]",3329.27997609497
6,0.5,1,45,"[0.0, 28.083736387793692, 66.75383505736693, 105.99704788891086, 147.4727880582525, 193.42268694233928, 242.22985980122792, 291.334545103507, 338.7136907237117, 385.8531667404998, 430.8908848287881, 475.42806459725216, 520.8864848414041, 567.3156076728928, 615.2848088359367, 663.2846806613588, 709.1962211109208, 753.2796997220419, 795.5371019958227, 836.3013054819876, 875.8788282700589, 914.010364726792, 951.8927297901976, 989.4716398171242, 1027.3688139697842, 1065.5157060355382, 1103.092643669161, 1141.8219890981522, 1181.5952239300586, 1220.2176217410743, 1260.6719503499253, 1301.6812785832965, 1343.2156547023872, 1387.0274870884532, 1432.5940701534241, 1478.5460677300453, 1525.5311399612542, 1570.9292576466078, 1615.0948234044636, 1655.943899986799, 1694.3406679498103, 1729.3896459863859, 1761.9997141989934, 1793.1275591466206, 1822.7118246880564, 1851.1192365903566, 1879.1746737901208, 1906.8594858552788, 1934.8366281656167, 1958.1956212301293]","[4.186803299999999, 4.1831417, 4.1808186, 4.1788502, 4.1775112000000005, 4.1764483, 4.1755428, 4.1746373, 4.1741252, 4.1733379, 4.1728654, 4.1722746, 4.1720386, 4.1715269]",3326.0645119293904
7,0.5,1,45,"[0.0, 28.57155131512343, 66.24997244912629, 105.47506014615726, 146.26810960171883, 192.39995943607232, 241.16709586205116, 290.09361324978056, 338.13179137082966, 384.3486684439647, 430.1905384386623, 474.63366840878234, 519.432980548069, 566.0148233625646, 613.570757724418, 661.0861604806914, 707.0498441867678, 751.0973909561935, 793.7338769583828, 834.1906417839411, 873.5748178081772, 911.6801300809896, 949.3369439267224, 986.9061029492354, 1024.6287360674382, 1062.6062737631125, 1100.6679907936914, 1139.3655371953344, 1177.909259253373, 1217.6304648531955, 1258.1032454962506, 1298.877895397452, 1341.0706227483752, 1384.6651510691574, 1429.64121467871, 1476.0749760295087, 1522.4430336990492, 1568.3529090936797, 1612.3032015495198, 1653.5555893267249, 1691.4278648858965, 1726.8744279808109, 1759.156781363785, 1790.4853489841055, 1820.0773475546714, 1848.4803629698706, 1876.480065000487, 1904.1594217171244, 1932.1948818420672, 1958.262771337959]","[4.1868424, 4.1829839, 4.1807003, 4.1788106, 4.1774721, 4.176487399999999, 4.1754642, 4.1746373, 4.174046499999999, 4.1734166, 4.1728654, 4.1725502, 4.1719203, 4.1716056]",3322.799645219319
8,0.5,1,45,"[0.0, 27.452453729083572, 65.22132420393984, 104.34151163439435, 144.93465666696557, 190.43629841075392, 238.98757055543194, 288.46819342815706, 335.8643798867382, 382.77884251122157, 428.4485536378837, 472.4818879556427, 517.1884286695357, 563.3120133113474, 611.3874836165488, 659.0357859325767, 704.6224032915121, 749.0802131409899, 790.8727348615854, 831.4291388428129, 870.8649259567384, 909.44685221367, 946.73710148937, 984.1844685710126, 1021.6485053350979, 1059.701705350286, 1097.6527605358642, 1136.9478916867938, 1175.3952352954484, 1214.9438434776544, 1254.756906061039, 1295.9289305510265, 1338.1665889041724, 1381.4846409425045, 1426.7636536949904, 1473.3051661738855, 1520.3535776218937, 1565.8301128414528, 1609.4631633768718, 1650.7736622637299, 1688.7957459969894, 1723.5443848653, 1756.4776028776168, 1787.6125826425746, 1817.0582488664168, 1845.5695125642528, 1873.516712686057, 1901.316053318093, 1929.2894881367542, 1945.2182957864711]","[4.186803299999999, 4.1831417, 4.1805825, 4.1787319, 4.1774325, 4.1761727, 4.175385, 4.174676399999999, 4.173928299999999, 4.1734562, 4.1729836, 4.1725502, 4.1719599, 4.1716843]",3319.904432341852
9,0.5,1,45,"[0.0, 28.844537716056948, 66.79806006495255, 105.25880918763028, 146.0687051948372, 191.20245224973485, 239.29975351631458, 288.6450143942536, 336.7374054708197, 383.3500702759919, 429.0417678039736, 473.6388782741466, 518.3144640456045, 563.8929570912143, 611.2775780719982, 658.8685886086417, 704.9358979764146, 749.2471786103953, 791.2463649447169, 831.7723804095293, 871.4104400938155, 909.7704981468881, 947.3271399020829, 985.0672175287699, 1022.4481813936658, 1060.422617460621, 1098.8296365458436, 1137.2724080930575, 1176.099481670281, 1215.6501093989536, 1255.6037298956367, 1296.7665361092795, 1338.9376195775726, 1382.4522852050427, 1428.2291622474459, 1474.7064712574274, 1520.989391100321, 1567.2689111235964, 1610.8851367196212, 1652.0478702207793, 1689.4775739289626, 1724.9354037279904, 1757.3224556064224, 1788.3324749037756, 1817.7861169992766, 1846.4015612590651, 1874.2092932864534, 1902.0289017864575, 1930.0394999211412, 1957.8940716917596]","[4.186803299999999, 4.1831021, 4.1807003, 4.1788893, 4.1774325, 4.1764483, 4.1755033, 4.174676399999999, 4.1740074, 4.1734562, 4.1729441, 4.1726294, 4.1721172, 4.1716447]",3316.606578610973
10,0.5,1,45,"[0.0, 25.940680984897995, 62.95333221490216, 101.34826261566013, 141.71471650440571, 186.70241625367487, 234.94103708116575, 283.6362980207673, 332.3076973923356, 379.1563125772128, 424.42769472814655, 469.04164527963246, 513.268329853391, 558.6318693822874, 606.2271838452865, 653.9223332981534, 699.2572833729672, 743.1962256380062, 785.5089951581598, 826.2776834878713, 865.5569974954573, 903.9958832270535, 941.8840014133397, 978.9534487710797, 1017.0953863696274, 1054.376445278821, 1092.757909363036, 1131.6004691695257, 1170.9982679454015, 1210.3310808609194, 1250.1412341524147, 1291.4272535941182, 1333.908165133114, 1377.273603635414, 1422.2631883582721, 1468.8421416641509, 1515.684597107671, 1562.1500052790284, 1605.425381040045, 1646.296626462975, 1684.3341680949798, 1719.2614845643911, 1751.963049022972, 1783.0404611067825, 1812.445951117133, 1840.9416570340977, 1868.9088691695201, 1896.581112515291, 1924.5704613830198, 1944.2006010629625]","[4.1868424, 4.183063, 4.1808581, 4.1788893, 4.177550800000001, 4.176291, 4.1754642, 4.1746373, 4.1740074, 4.1734166, 4.1727867, 4.1725111, 4.1720781, 4.171723399999999]",3313.284621134576
11,0.5,1,45,"[0.0, 24.927466419639586, 62.39686410216348, 100.78706349630045, 140.75266167320592, 184.9031113879521, 233.77100953977344, 283.1118650126632, 330.9357325898668, 377.6477208687297, 423.51389785594574, 467.96169030150236, 512.4093587432824, 557.6202205412051, 604.6989416761894, 652.3317190801454, 698.0315182217043, 742.1088250558851, 784.142708976605, 824.4537154018374, 864.2857565947309, 902.2984311574955, 940.0507519632461, 977.9680890041061, 1015.4196437629325, 1053.118994890054, 1091.000033329741, 1129.7510496219013, 1168.8386710141551, 1208.6848149541331, 1248.492224235855, 1289.3796786423604, 1331.7880652950005, 1375.3334944255819, 1420.5212364163274, 1467.374476345871, 1514.1070107736352, 1560.3163374489338, 1603.8292665712027, 1644.9421266273464, 1682.6686220728313, 1717.6676714529465, 1750.413758809609, 1781.1360879161246, 1810.654711246061, 1839.226968629375, 1867.0240064331795, 1894.8087645889589, 1922.7889482763906, 1943.9198816088194]","[4.1866851, 4.1829052, 4.1806216, 4.1788106, 4.1773143, 4.1763697, 4.175306299999999, 4.1745191, 4.1738892, 4.173377, 4.1728258, 4.1724324, 4.171999, 4.171723399999999]",3309.899923564586
