Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,45,"[0.0, 28.675947068238543, 66.38740494696879, 106.02930904418065, 148.3381568675684, 195.52932079888274, 244.76088710891156, 293.6485377857356, 341.31390477906007, 387.7733982821212, 432.93153106426007, 478.0287569198242, 524.5125918596164, 571.8838459716785, 621.0613380148736, 668.770706019898, 714.5180121722069, 759.1819126175494, 801.3899791841782, 842.061867057289, 881.5213878836055, 919.9437347474077, 958.0089228300253, 995.7982594013163, 1033.4925584877055, 1071.44961392653, 1110.1252569116643, 1148.7049474027879, 1187.87140133128, 1227.3770915082466, 1267.776774429468, 1308.6924440564674, 1351.1604470099537, 1394.2946336537952, 1439.6206477378173, 1485.3417835988835, 1532.2178260044975, 1577.1716702906697, 1620.4349738699543, 1660.7250593386598, 1698.7082107956717, 1733.48129066701, 1766.082009462661, 1796.9495055576053, 1826.5302175121988, 1855.2587124174156, 1883.0946018984387, 1910.846365035783, 1938.9273215684884, 1956.4191400543896]","[4.186101399999999, 4.1823997, 4.1799583, 4.1779499, 4.1765323, 4.1752725, 4.1744847, 4.173697, 4.1727915, 4.172358, 4.1718464, 4.1713343, 4.1707439, 4.1705861]",3352.769203938394
3,0.5,1,45,"[0.0, 22.46181284462091, 60.34075965662089, 99.1513661143506, 140.474719523114, 187.05398788052378, 235.98052427355208, 285.1492708002081, 332.94478749109817, 380.1406395468359, 425.2814605916651, 470.28076477957984, 515.9699755051593, 563.2731074945045, 611.8160555319635, 659.1509081478814, 705.4927082871582, 749.9795879145584, 791.6120571745034, 832.7117847562688, 871.9120839987665, 910.1682575392815, 948.2563970287422, 985.8668290238554, 1023.6320561987964, 1061.6902321080306, 1100.2087389286617, 1138.8784740024323, 1177.7531618603991, 1217.3725745317925, 1258.091180264028, 1299.0069304513513, 1341.683277266041, 1385.2907724492147, 1429.9878886201523, 1476.7329314605872, 1522.000290230721, 1568.202607471862, 1610.9961023505034, 1651.207807875489, 1689.0947851164847, 1723.5613761748614, 1755.6803844081755, 1786.8376870315374, 1816.323134368944, 1845.0387788336902, 1872.778605737034, 1900.6052206392815, 1928.6733835107125, 1955.0298119721806]","[4.1858649, 4.1820846, 4.1795645, 4.1777139, 4.176256700000001, 4.1751146, 4.1742091, 4.1734214, 4.1726732, 4.1720433, 4.1714129, 4.1709013, 4.1707439, 4.1701922]",3348.749712996827
4,0.5,1,45,"[0.0, 28.299235698905022, 65.55586886669232, 104.5654075703386, 145.35915967969913, 191.42779102447457, 240.30331058272475, 289.5322440602682, 337.75186767738376, 384.31704798404996, 429.6944638755343, 474.5209353839763, 519.667735387489, 566.926194921608, 614.186370558965, 662.5627065264986, 708.5629516786581, 752.3820916637529, 794.6117122251293, 835.0844610607043, 874.3088531290942, 912.909738447957, 950.7202107725601, 988.4441848671978, 1026.3242990279605, 1064.3543012769724, 1102.4709481681998, 1141.0184074060066, 1180.1872694005497, 1220.0766301001136, 1260.5496185836182, 1301.3338183109963, 1343.8283587571714, 1387.7188288083635, 1432.7831493981166, 1478.859979910529, 1525.2309757086405, 1570.4336857846306, 1612.9738266776576, 1653.978432745771, 1691.2115495101607, 1725.6743153361958, 1758.3655032600604, 1789.0271698306624, 1818.5422613737273, 1847.0492277649132, 1874.9283363941054, 1902.551582972194, 1930.6450519467971, 1954.5980906150971]","[4.1860619, 4.182163200000001, 4.1797614, 4.1778712, 4.1765323, 4.1753902, 4.1743274, 4.1735787, 4.1729488, 4.1723189, 4.1719646, 4.1712952, 4.1709404, 4.1705074]",3346.3630819707582
5,0.5,1,45,"[0.0, 29.562942370853875, 66.52696197043986, 104.87138029214327, 145.51146903088284, 190.86466894561238, 239.8545175976244, 289.4576994278308, 337.40161070020076, 383.80809198118914, 429.69348207204234, 474.4501875995859, 519.0754609454732, 565.351590077913, 613.6123500704641, 660.9170271128719, 707.2413655916764, 751.5672109929335, 793.5836209315307, 833.7579641026934, 873.0939705040671, 911.5563124949952, 949.479849759842, 987.3664183278654, 1025.138679319, 1062.580709915574, 1101.238939735884, 1140.0723750277, 1179.1913625230536, 1218.5799280929439, 1259.0557906590861, 1300.5350826324884, 1342.7867073356124, 1385.7870879287636, 1431.9355691334147, 1477.3864826379624, 1523.7318736786167, 1568.8653592947114, 1611.9645899883492, 1652.3175822658357, 1689.8228382172222, 1724.3180806755597, 1756.7409939040047, 1787.4077019577392, 1816.9168348083133, 1845.4233479688953, 1873.5105380724824, 1901.1487468558255, 1929.1877101794496, 1954.2852060679108]","[4.1859832, 4.1822815, 4.179801, 4.1779108, 4.1766896, 4.1755085, 4.174523799999999, 4.1735787, 4.1729884, 4.1723976, 4.1719251, 4.1713343, 4.1709404, 4.1707044]",3342.932024946017
6,0.5,1,45,"[0.0, 33.324817871468326, 70.07678555670282, 108.54414329743065, 148.7503774103244, 193.55400594689945, 242.20456570797194, 291.75065764383896, 340.0120076535957, 386.932286040651, 432.5118604157203, 476.5298158556659, 521.7629813184403, 567.6143148205151, 615.1994273312241, 662.1809641683442, 708.2455551193116, 752.321053088232, 794.460927181618, 835.4165482403603, 874.5708819652639, 913.0909527862871, 950.7787493626522, 988.0327025552183, 1026.1911318132602, 1063.7029639516961, 1102.262598972388, 1141.456767907296, 1180.3191251121968, 1219.9022846973655, 1260.3188426032311, 1301.2557078389395, 1343.6515461195122, 1387.0302399204434, 1432.5338354981272, 1479.12195352121, 1525.434090595999, 1570.2937192623122, 1613.4277880789418, 1653.6229544849612, 1690.9640022835379, 1725.5574057310132, 1757.8378715424224, 1788.7092246254933, 1818.20287010013, 1846.597553379549, 1874.5032750403293, 1902.327391069818, 1930.3711293582692, 1954.5406601212585]","[4.1860228, 4.1820846, 4.1797614, 4.1778316, 4.1764536, 4.1754298, 4.174603, 4.173618299999999, 4.1728702, 4.172358, 4.1718068, 4.1715708, 4.17098, 4.1705861]",3338.857692574193
7,0.5,1,45,"[0.0, 30.027742831617502, 65.95004292512226, 104.73861727457916, 144.38164312320873, 188.89933113523796, 237.95468026792264, 286.6054121818272, 335.3098503426435, 382.0880005966511, 427.73904095892556, 471.9008674886053, 516.9876710072289, 562.7960613546887, 609.321025548826, 657.3308151781404, 702.9858702803668, 746.9506440027375, 789.3687477882512, 830.1028196275621, 868.8542850883351, 907.7451112896857, 945.5734404817948, 983.0966430145589, 1020.0830188690646, 1058.4755224145188, 1096.8096137412113, 1135.6040877836708, 1174.757814958477, 1214.0450566259879, 1254.5930029657643, 1295.4144993688387, 1337.9976370244426, 1381.824846686451, 1427.1888533352662, 1473.2468307662198, 1519.735350803483, 1565.0696290348578, 1607.4853346216269, 1647.8823558183194, 1685.390504925385, 1720.1770545134968, 1752.2699544669558, 1782.9979818164702, 1812.389905584283, 1840.987351555761, 1868.8676073701436, 1896.5894566861461, 1924.5680357802303, 1941.5241519192155]","[4.1860228, 4.1823602, 4.1797614, 4.1779895, 4.1764932, 4.1755085, 4.1744847, 4.173854799999999, 4.1730671, 4.172358, 4.1720037, 4.1713738, 4.1710982, 4.1707044]",3336.0971992753084
8,0.5,1,45,"[0.0, 27.683182905560443, 64.32871010385759, 102.32350375683063, 141.939145543138, 186.25967233999995, 234.85101940290485, 283.66325543052494, 332.034779158152, 379.0443719895487, 424.36367480334445, 469.733655708602, 513.7357037441885, 559.0284112764097, 606.1343332912041, 652.9904462802057, 699.2821949224223, 743.7890304997528, 785.5261540017178, 826.143025356373, 865.3550348994473, 903.712584396052, 941.3623213856775, 979.0352004793241, 1016.7935877344017, 1054.9303953731633, 1092.8382410758827, 1131.3311060916558, 1170.570178420825, 1210.1489034224173, 1250.999212148004, 1291.6687639779138, 1334.0832535072868, 1378.1222320479492, 1422.7762810271356, 1468.7904521463638, 1516.0112546618748, 1560.9160897948336, 1603.3264123980198, 1644.0364904961293, 1681.4259429476874, 1716.2514608186211, 1748.0970713024549, 1779.1919337746162, 1808.4430914556447, 1837.0799475226277, 1865.0630335260262, 1892.7824714009716, 1920.9623238979998, 1940.6774023961048]","[4.1862192, 4.1824393, 4.1798401, 4.1779895, 4.1764536, 4.1755085, 4.1744452, 4.1737366, 4.1731062, 4.172358, 4.1719251, 4.1714525, 4.17098, 4.1706257]",3332.691625691324
9,0.5,1,45,"[0.0, 26.88888532365786, 63.10479717340388, 101.37291306845327, 140.08320385760476, 184.4109039961818, 232.58686825217194, 281.9772313498586, 329.9396145666868, 377.3776309674987, 422.93262438632075, 467.4718866407303, 511.4664323246269, 556.9697841514454, 603.6977081338079, 650.3274857440684, 696.3290967231859, 740.6527672307997, 783.1456884525611, 823.1871697532239, 862.5527782377804, 901.0971799201587, 939.1284089729598, 976.3572748253449, 1014.1231871026013, 1051.963089730219, 1090.5584084528068, 1128.8968420947076, 1168.2436934181405, 1207.7533038727406, 1247.5827395795109, 1289.2337052740704, 1330.6331312977672, 1374.681696188501, 1419.7791150633343, 1466.429983817372, 1512.9206111234612, 1557.9386003465088, 1600.720480635628, 1641.5294208118148, 1678.6933897579256, 1712.948731843413, 1745.7489883792791, 1776.195088809754, 1805.659579303791, 1834.2019382756248, 1862.1580733179158, 1889.8647696692701, 1918.2299594312458, 1940.0417520096162]","[4.1860619, 4.1824393, 4.1797614, 4.1779499, 4.1764536, 4.175351099999999, 4.1744847, 4.173657899999999, 4.1731062, 4.1723976, 4.1719646, 4.1715312, 4.1710587, 4.1707439]",3329.341759957684
10,0.5,1,45,"[0.0, 23.53546276609586, 59.897416415978, 97.61365171735724, 136.6365449998517, 180.26432529040994, 228.83180213305036, 278.01952094560977, 326.3053754697688, 373.58464521306644, 418.821550443752, 463.19118414855427, 507.69345219023774, 552.3743149026919, 599.1872837595621, 645.8992225152086, 692.0941297977002, 735.9138012074246, 778.1425624564207, 818.7901965023624, 857.8838208304909, 896.3658054943072, 934.7185157372913, 971.9303301655258, 1009.5826721116879, 1047.216753861473, 1085.3062212800914, 1124.0408308136161, 1163.0087536050823, 1202.7264028050404, 1242.6461974651752, 1283.5356889837717, 1325.9248950353813, 1370.2429103532131, 1415.267983333923, 1461.4129053116417, 1507.3858981563117, 1552.92191608232, 1596.2828158454404, 1636.582581100015, 1673.666534357687, 1708.4530265000512, 1740.5695791832027, 1771.5047833486542, 1800.814941489014, 1829.404375352879, 1857.3237860060722, 1885.1450463561018, 1913.480993113285, 1940.165530113119]","[4.1858649, 4.1820455, 4.1795645, 4.177753, 4.1763749, 4.175036, 4.1742482, 4.1733823, 4.1728306, 4.172122, 4.1716099, 4.1711373, 4.1707439, 4.1704288]",3325.184795378148
11,0.5,1,45,"[0.0, 19.86989642240519, 55.64956332326983, 93.45345795288677, 132.40422782889323, 175.91180652140417, 223.61243899834676, 273.19009215783694, 321.25030472925573, 368.28565255732474, 413.49521206627696, 458.6931201058999, 502.34737851436535, 547.4985709193468, 593.40748957045, 640.1746296769988, 686.1541893428232, 730.2411514818295, 772.6623960863412, 812.9242604841006, 852.1544008573032, 891.1397065439548, 928.6257311066777, 966.0594126712424, 1003.8300438003084, 1041.7548952357486, 1080.0964992244692, 1118.5370518387795, 1157.5919199088846, 1197.200056514313, 1236.8454705485904, 1278.4535447948365, 1320.8821850643421, 1364.2711617235693, 1409.4513211714773, 1455.8558836575314, 1501.6380212666252, 1547.5309027848296, 1590.391644217944, 1630.2738081827722, 1667.968836988665, 1703.132991405212, 1734.9125689309406, 1765.878028215973, 1795.4526058732206, 1823.8165608563006, 1851.9317051240516, 1879.818440671728, 1907.871597345628, 1927.1598466633425]","[4.1860619, 4.1820059, 4.1796432, 4.1777139, 4.1763749, 4.1752329, 4.1742482, 4.173618299999999, 4.1727519, 4.1722403, 4.1716495, 4.1712165, 4.1709013, 4.170467899999999]",3321.735658034938
