Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,45,"[0.0, 21.130504633441888, 59.77276057006782, 98.27295762827168, 140.15116664810148, 187.29041078227465, 236.17016169437068, 285.1314619458208, 332.8997028909532, 379.0726431376338, 424.48419683727343, 470.4923708516469, 515.641473547299, 563.3586535819143, 611.8575602296808, 659.9341024959119, 706.5104381875567, 750.7474788270129, 792.7345568281073, 833.3199273167038, 872.7210901355916, 910.993996363529, 949.4313211430062, 987.1190403232256, 1024.4547987743501, 1062.3622779249417, 1100.335374616209, 1139.1824150764635, 1178.2203928585946, 1218.2909888798567, 1258.1954694197382, 1299.5520915903771, 1341.8299813945396, 1385.4009484755707, 1430.523489784765, 1476.159516178307, 1522.430970675633, 1568.5582734957593, 1611.7187127326529, 1652.311095202027, 1690.3511533646092, 1725.9475788830605, 1758.7444959618356, 1789.4322544809902, 1819.375400749811, 1847.9762992314754, 1875.9728584772656, 1904.011896659396, 1932.0479440374452, 1957.9578765714523]","[4.1865997, 4.182898000000001, 4.180378, 4.1785274, 4.1768732, 4.1758494, 4.1749439, 4.1739593, 4.1733689, 4.1726599, 4.1721482000000005, 4.1717148, 4.1713605000000005, 4.1708484]",3349.965828972574
3,0.5,1,45,"[0.0, 26.488315130029264, 64.27384955092975, 103.49209422554793, 144.37916297562776, 190.88588028895015, 239.83454666129546, 288.9980161563468, 337.0805020687684, 383.5454741898908, 429.36721869123255, 473.83121502927895, 518.9230273881259, 566.4459112006258, 614.689762354538, 662.4454580124374, 708.0200749810759, 752.5188467381012, 794.9247908180549, 835.6396418432099, 874.9244812812282, 912.9506508648984, 951.1402981386858, 988.7884658335946, 1026.308168042734, 1064.6936187426813, 1102.6002169836229, 1141.1371441006381, 1180.5391109705324, 1220.4412382481041, 1260.3752272519891, 1301.5834207112543, 1343.6842301574743, 1387.3457798265786, 1432.1582846758733, 1478.7601125485808, 1525.109152445808, 1570.697581932954, 1613.9953446371856, 1654.6410215060137, 1692.6778637875564, 1727.7543572836757, 1760.3719803741365, 1791.3498615752833, 1820.9170576809965, 1849.6349858448534, 1877.5162806541325, 1905.5177741948492, 1933.3902230228027, 1957.9922996087657]","[4.1866388, 4.1830163, 4.1803384, 4.1787634, 4.1772275, 4.1759677, 4.1750622, 4.1742744, 4.1735654, 4.1729751, 4.1724238, 4.1717935, 4.1715965, 4.1712422]",3346.530996491836
4,0.5,1,45,"[0.0, 27.74127708147148, 65.52614633388714, 104.35308206374145, 144.878156377786, 190.75780193161722, 239.96765051508032, 288.8559511007196, 336.885704336977, 383.6470268998529, 429.4421229729818, 473.84496878406605, 518.6602688346828, 565.1185042431463, 613.1946105341918, 660.8631803805612, 707.2699341388185, 750.9920843161427, 793.347117062251, 834.2680565640059, 873.1552575285128, 911.4942160649642, 949.067089874267, 987.1174802611123, 1024.741506987304, 1062.5493816232542, 1100.9481717733274, 1139.6028546237094, 1179.1562370537777, 1218.6075050894165, 1258.5915030775418, 1299.7164858372798, 1341.7290391351298, 1385.599758986492, 1430.5352802129073, 1477.1018901856228, 1523.1909357117443, 1568.6622084252872, 1612.176309613716, 1652.889088745385, 1690.9877690999651, 1725.7923526071645, 1758.0530372870749, 1789.1721944361852, 1818.6425263433553, 1847.405059314107, 1875.3863444803587, 1903.3010100470806, 1931.3873516992867, 1958.5030924083126]","[4.1866784, 4.1828585, 4.1805353, 4.1786451, 4.177345799999999, 4.1760068, 4.1752586, 4.1743135, 4.1737623, 4.173172, 4.1726599, 4.1721482000000005, 4.1715965, 4.1712031000000005]",3341.865636107719
5,0.5,1,45,"[0.0, 23.976523524061804, 60.641812060385064, 99.27212582221546, 139.87966001779512, 184.73353644732185, 233.69180697236357, 283.556574986941, 331.427821028092, 377.96646549819025, 423.3648790769919, 467.8018899057863, 513.1831947188264, 559.175202313781, 607.1648925104973, 654.1650339295429, 700.2023861876005, 744.3438360934183, 786.0871336761634, 827.2117064363174, 866.2008251355041, 905.2793340650178, 942.7033823330523, 980.1956677450669, 1017.7192408574749, 1055.5384924330674, 1094.4604816841086, 1132.9705825562066, 1171.7076477798275, 1211.166580663479, 1252.1359747826652, 1292.3759273199696, 1334.9238262971887, 1378.5614158805317, 1423.5908242416647, 1470.2112681981196, 1516.672214663199, 1562.016406214024, 1605.686821892765, 1645.6451720656598, 1683.7426931102625, 1718.8378579800894, 1750.9195469886292, 1782.1423851939624, 1811.7387714805307, 1840.238914644833, 1868.1967277879505, 1896.008942698241, 1924.0367096280208, 1944.4155972630458]","[4.1864815, 4.1827407, 4.1803384, 4.1784482, 4.1769915, 4.1760068, 4.1751409, 4.1742744, 4.1734867, 4.1729751, 4.1725416, 4.1719904, 4.1714392, 4.171124]",3337.625963817682
6,0.5,1,45,"[0.0, 24.445124559617625, 61.624926055731294, 99.88839685983771, 140.4045046050819, 185.23865665635037, 233.69666622610737, 283.1032585155946, 330.99769219693644, 377.24041300523504, 423.0775273437728, 467.35091108622146, 511.6722020146283, 558.1705824929563, 605.7612125548483, 652.9843962667333, 699.2990778596513, 742.8946939718314, 785.4095664296665, 825.796558354464, 865.0399028883119, 903.6863614597175, 941.4215524790682, 978.873013724419, 1016.881911954782, 1054.1175634472147, 1092.6907332130831, 1131.196539737361, 1170.202253257338, 1210.1496490692475, 1250.37034945088, 1291.192390512125, 1333.6223103504574, 1377.2278242168047, 1422.4280113306042, 1468.1523308359776, 1514.868688081069, 1560.492328266061, 1603.8830437344816, 1644.29437919094, 1682.2064835494082, 1717.3966523842662, 1749.595219436145, 1780.6375088124398, 1810.041048975361, 1838.7472662830376, 1866.7955362307223, 1894.6333058558746, 1922.7310793557797, 1943.7152371550162]","[4.1865206, 4.182898000000001, 4.1804171000000006, 4.1784878, 4.1773067, 4.176125, 4.1749439, 4.1743531, 4.1735654, 4.1730142, 4.1724629, 4.1721482000000005, 4.1715574, 4.1712422]",3334.90461040107
7,0.5,1,45,"[0.0, 26.38402397317452, 62.48955700808358, 101.11915695292146, 140.84703554208136, 185.48436883916668, 233.85132614974793, 283.0581371082951, 331.4779242102626, 377.6511147232608, 422.8829146036618, 467.78562481620077, 512.724057235626, 558.379489528406, 604.9742541941799, 653.002870309056, 698.4973952007675, 742.6654103275185, 785.0515698012904, 825.5549032577784, 864.8669672635775, 903.2869899221581, 940.7188700104674, 978.3878945110451, 1015.9108164640248, 1054.162186794456, 1092.423471541826, 1130.9540367877216, 1170.12686580846, 1209.3126532602037, 1249.9361544056792, 1290.6308054083115, 1332.8579454277115, 1376.5803443225154, 1422.0265050448675, 1468.1791300348495, 1515.0370774679545, 1560.1024951813383, 1603.5322539299864, 1644.227503763445, 1682.2993742912886, 1716.8466728050948, 1749.3110124184245, 1780.1332560151855, 1809.8355928645246, 1838.2864961074524, 1866.447571935431, 1894.2774503067826, 1922.5027255524183, 1943.970772019386]","[4.1864028, 4.1827407, 4.1804962, 4.1785665000000005, 4.1770701, 4.1760464, 4.17518, 4.1743135, 4.1735654, 4.1730142, 4.1726208, 4.1721087, 4.171675700000001, 4.1712818]",3331.205010223795
8,0.5,1,45,"[0.0, 21.618509786596633, 58.435763297109474, 96.24015054891026, 136.02744608010983, 180.24749349799765, 228.5829252264141, 277.83021255127085, 326.27476919401727, 373.0522191901488, 418.18247967674176, 462.507746320853, 507.0997293130123, 552.425903470563, 599.5744474681275, 646.6655914870586, 692.7185595528757, 736.7844946321901, 778.797208068425, 819.4161155866601, 858.5607531979327, 897.0195094427407, 934.7350303111997, 972.4495642197938, 1009.936353242247, 1047.9360060145723, 1086.52308015995, 1124.6115798297556, 1163.6096637952623, 1203.406295639436, 1243.5687501910124, 1283.9957863757822, 1326.5810466917278, 1370.0460027947584, 1415.0506814332457, 1462.305128777265, 1508.4270320451442, 1553.638600830297, 1596.9351561751018, 1637.6071215796605, 1675.3941241044618, 1710.3304601473033, 1742.8117009156272, 1773.7967788647911, 1803.2593948691547, 1831.983631812262, 1859.8388757972002, 1887.870683355422, 1915.929406319699, 1943.6592748944777]","[4.1863241, 4.1827011, 4.180378, 4.1784878, 4.176912799999999, 4.175889, 4.174983, 4.1741171, 4.1734476, 4.1729355, 4.1723447, 4.1717544, 4.171636100000001, 4.171124]",3327.5320277601454
9,0.5,1,45,"[0.0, 20.667164886397813, 57.03628729630043, 95.4215756093231, 134.60359590896735, 178.35316714399733, 226.63513862019454, 275.28801740308734, 323.71108563289897, 371.15633358505977, 416.46184211691923, 460.7874284995836, 505.41821263314216, 550.5123226557788, 597.0612904460476, 644.1676560236241, 689.8838542117004, 734.0270317298604, 776.3637375171337, 816.8154197602436, 855.7222127672602, 894.5030650298021, 932.154152856352, 969.4729302650941, 1006.7350488237208, 1045.1877563448193, 1082.8733066756813, 1121.7466316858608, 1160.6688274654598, 1199.9427108760751, 1239.9511245914719, 1280.8050434242969, 1323.7681777385656, 1367.232704614842, 1412.0289373789524, 1458.0181798787307, 1505.2121285538847, 1550.2679148809257, 1593.9274122811926, 1634.6849863796597, 1672.2802903599236, 1706.854283277506, 1739.5195355309138, 1770.5651923388032, 1800.0738942713742, 1828.7211273823405, 1856.6600406821472, 1884.5803566011377, 1912.633216611007, 1931.0816510698783]","[4.1864419, 4.1827011, 4.180259700000001, 4.1784878, 4.177148799999999, 4.1759281, 4.1749043, 4.1741958, 4.1735654, 4.1728568, 4.1724629, 4.1719117, 4.1715965, 4.1713209]",3323.368548566216
10,0.5,1,45,"[0.0, 30.71192244521046, 67.23475519348494, 105.3937006359082, 144.57637167413054, 187.73077892235756, 235.91566538927577, 284.941483126186, 333.386846646834, 380.3416983662729, 426.0336968187488, 470.03621369810014, 514.1028906318862, 559.088298491732, 605.7171616642703, 652.6208920677717, 698.8461530456528, 743.5176739705045, 784.9307002830309, 825.8559219039022, 864.5542095983973, 903.3228065838358, 940.9370538621364, 978.5735975093529, 1016.0750591545865, 1053.6991608307144, 1092.3412744585198, 1130.789323217493, 1169.7054305906659, 1209.0429425039224, 1249.269094509621, 1290.1854162232075, 1332.564028391073, 1375.7999990855078, 1421.075623371797, 1467.5173186491206, 1513.521651418078, 1558.9131770917902, 1602.9874700526302, 1643.1803166742884, 1681.3449920610292, 1716.1389620362002, 1748.4879989937394, 1779.5480201337582, 1809.1160793763224, 1837.7297679897674, 1865.7444877928165, 1893.657465526247, 1921.7771130894953, 1944.166506256308]","[4.186245, 4.1824255, 4.1799841, 4.1782517, 4.1768341, 4.1756525, 4.1747074, 4.1739593, 4.1733294, 4.1726995, 4.1722269, 4.1717935, 4.1714001000000005, 4.1709666]",3319.101721400415
11,0.5,1,45,"[0.0, 23.95104720243046, 59.884710405004284, 97.51188206431732, 136.77042633295866, 179.82777675984244, 227.78383248878788, 276.97312522674736, 324.8798439748988, 371.6845929078114, 417.53080010276005, 461.90410222620756, 506.12799574387066, 550.9984398913138, 596.8536325433423, 643.7708939102428, 689.7029703274276, 734.0049488054566, 776.2940567812838, 816.7051549624465, 856.1226998780404, 894.4426050511462, 932.225937936929, 970.0094716884522, 1007.2592864687239, 1045.174407298421, 1083.3084999392345, 1121.5794369601372, 1160.660988809051, 1200.1922577695354, 1240.2053771703804, 1281.2141865332705, 1322.9263194142459, 1366.862178759352, 1412.0828658651153, 1457.7605556785047, 1504.4260026030652, 1550.5078960442597, 1594.0865969667398, 1634.2837054284146, 1672.265607868842, 1706.919474957093, 1739.61559957292, 1770.757434892459, 1800.3932500014084, 1828.9736147649646, 1857.0062695653246, 1885.0190359659714, 1913.0861498776826, 1930.4933565559904]","[4.1864419, 4.1826620000000005, 4.1802993, 4.1784091, 4.1770701, 4.175889, 4.1750622, 4.1741171, 4.1736445, 4.1729751, 4.1723447, 4.17203, 4.1714001000000005, 4.1712422]",3315.503675620796
