Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,45,"[0.0, 25.242550039706657, 62.569552273638806, 101.75955901870577, 143.7746809955878, 189.7745463082705, 239.41796007239577, 289.13701698563466, 337.3229911511178, 384.3076517815939, 429.79915468589525, 474.91222226656123, 521.2133732713651, 568.10774513869, 616.9794333177895, 665.1719523992556, 711.7940652198049, 755.7478699846663, 798.5777614810349, 839.2616018914989, 878.77807236069, 917.5515519860444, 955.5254696104646, 993.3889496005418, 1031.4399010341679, 1069.6075600231618, 1108.2956498630783, 1147.1085464699509, 1186.6372467233916, 1226.196418412927, 1266.8615654951004, 1308.420715986699, 1351.054699065059, 1394.3910709884192, 1439.824142217123, 1486.2895167863446, 1533.1075924839745, 1578.2496340736095, 1621.2878370984288, 1661.4509242692, 1699.2692687184042, 1734.1766181335122, 1766.6525863608815, 1797.7119970913975, 1827.4241530749248, 1856.0125145164186, 1884.0462229822926, 1912.0691406251642, 1940.2625630464743, 1959.9011695580364]","[4.1867433, 4.183002, 4.1805997, 4.1786308, 4.177213200000001, 4.1760712, 4.1750865, 4.1742992, 4.1734328000000005, 4.172881100000001, 4.1723299, 4.1720543, 4.1714244, 4.170951799999999]",3358.239372192928
3,0.5,1,45,"[0.0, 29.909980319577812, 67.22709068106428, 106.3193152212317, 147.02477176145317, 193.20616877642203, 242.78794296305682, 292.31493902741533, 340.33328877725603, 387.91464584994264, 433.24689614856766, 478.51672939422906, 523.6969855066957, 570.7887829041572, 618.9780527932755, 666.8819645215333, 712.9022095834193, 757.6727439625181, 799.5747425213544, 840.3864823684748, 879.865759527941, 919.1648120667162, 956.7378475324956, 994.6570372862739, 1032.9992967095172, 1070.718145879376, 1109.6529988455268, 1148.2309025588847, 1187.8332370318037, 1227.4771328188235, 1267.7189453514147, 1309.3472277074209, 1351.8571467578586, 1395.9723696246, 1440.6732127710234, 1487.5303400802763, 1533.8462538200665, 1579.2304108436765, 1622.3559991149282, 1662.6379879232213, 1699.9906818146246, 1734.9152403879825, 1767.2590451172637, 1798.3340796716548, 1827.974002988491, 1856.4624298840727, 1884.5867378046287, 1912.5294566192333, 1940.8480817260584, 1959.4580270684137]","[4.186703700000001, 4.1829629, 4.1805606, 4.1787095, 4.177213200000001, 4.1761894, 4.1750474, 4.1743383000000005, 4.1734328000000005, 4.1729994, 4.1726055, 4.1718969, 4.1715422, 4.1713061]",3355.62353585585
4,0.5,1,45,"[0.0, 20.72053783346996, 58.48962718142809, 96.53832135627647, 137.44027546833888, 183.08142019475372, 232.55426170156431, 281.77457413555555, 329.87960055041117, 376.9951585896549, 423.23931960963046, 468.30502026199133, 512.7506631560327, 559.7425140872213, 607.6907071524415, 655.2283547652539, 701.2969179261888, 745.9271000247566, 788.1471269210158, 828.9389982696928, 868.5399880905625, 907.1433600164617, 945.1076921005324, 982.9471670253329, 1020.8260995062906, 1059.246339645522, 1097.9680635594907, 1136.697601274467, 1175.8634665279774, 1216.3431725277906, 1256.5793826811255, 1297.934847561613, 1340.4306177025273, 1384.3626529387566, 1429.8176823323556, 1476.4511868893305, 1522.3306372564398, 1567.985237592758, 1610.5419384891275, 1651.4055826339923, 1688.8108022507918, 1723.73340690142, 1756.0270029727467, 1786.7474317058359, 1816.1631698209521, 1844.8489646156659, 1872.9148933868014, 1900.8493322204727, 1929.134114789671, 1957.688525358346]","[4.1868615, 4.1828446, 4.180521, 4.1787491, 4.177173600000001, 4.1760712, 4.1750474, 4.1745353, 4.1736689, 4.173078100000001, 4.1725268, 4.1720543, 4.1716213, 4.1713848]",3350.194936410725
5,0.5,1,45,"[0.0, 30.848972061027666, 67.60318382699097, 106.53493725049259, 146.85905539886755, 192.3235181604956, 240.80154721174677, 290.8942721138693, 339.1700807494004, 386.0050809942926, 431.66887032289844, 477.0113960741709, 521.9049964166635, 568.0019156836671, 615.3167525530829, 662.9682014645308, 709.2555903560445, 753.216627856866, 795.4034865335585, 836.3156733925395, 875.8136183707887, 914.3693357944038, 952.5816043484916, 990.557343941803, 1028.8287727681836, 1066.3152245573697, 1105.3972708015121, 1143.8374539976826, 1183.313834242846, 1222.9228842126545, 1264.2142287151091, 1305.5993826704885, 1347.4447284428297, 1392.546989142314, 1436.7917213249461, 1483.9129143217401, 1530.9221301117486, 1575.6744361314918, 1617.9985227003217, 1658.7258501342021, 1696.3079980359685, 1730.7155538925635, 1762.966800308885, 1793.693519969364, 1823.4311856068553, 1852.068241131652, 1880.1360174516367, 1907.8728668520912, 1936.461302626663, 1958.96821270508]","[4.1868615, 4.183002, 4.1805606, 4.1785913, 4.1770949, 4.1760316, 4.1752443, 4.174417, 4.1737475, 4.173078100000001, 4.1726451, 4.1721330000000005, 4.1717, 4.1712666]",3346.5617178106
6,0.5,1,45,"[0.0, 29.916280735464966, 67.08453102835324, 105.2967436554735, 145.4005893882196, 189.94079725087897, 238.38850894586665, 288.6462338174639, 336.4928507183314, 383.9422271771788, 429.87711914809995, 475.0825466154505, 519.714014888183, 565.2384363626701, 612.4193747412108, 659.2590946739671, 706.0549424347461, 750.3424779030755, 792.933236560331, 833.7888857398904, 872.9405557797755, 912.0997962978187, 949.8722236907016, 987.7457967822494, 1024.9374241625956, 1063.8288530983277, 1101.8983863100661, 1141.2669664684627, 1181.0169818243185, 1219.6013833430293, 1260.6749945781817, 1301.589362195174, 1343.9973336009398, 1388.4123852809685, 1433.5898640176988, 1480.3053334093902, 1526.9305398742272, 1571.8354988828146, 1615.1134885134006, 1655.2409927582971, 1692.907207679355, 1727.1105245595027, 1759.652765693168, 1790.623511047212, 1820.0524680986678, 1848.5933403351269, 1876.4108070462516, 1904.6843351893408, 1932.9477150895855, 1959.2632503073464]","[4.1864676, 4.1829233, 4.1803637, 4.1785522, 4.177173600000001, 4.176110700000001, 4.1750078, 4.1743383000000005, 4.173708400000001, 4.173078100000001, 4.172408600000001, 4.1720939, 4.1714635, 4.1713061]",3341.855138060572
7,0.5,1,45,"[0.0, 23.641895397061944, 60.14334715451275, 98.54313608842017, 138.1800403716145, 182.67053953774223, 231.54641666665088, 280.57791576430316, 329.55637735761957, 376.46370891777474, 422.71027320837675, 467.3133934709588, 512.020641734189, 557.2062865344151, 604.3561564696906, 651.8526980976119, 697.3270748068317, 742.0331922428986, 784.6700672344971, 825.2379787340176, 864.8431826470228, 903.4290530222065, 941.5010170811247, 978.7594830315343, 1017.1875294331885, 1055.3677165778713, 1093.9384591969094, 1132.3055528050816, 1171.9609851390323, 1211.0136106367538, 1251.9889791954377, 1293.5772222584121, 1336.105957297849, 1379.6858810801266, 1425.1603967208168, 1472.0011601828344, 1518.4919070410235, 1563.8650574681749, 1606.385834706495, 1646.864105337315, 1684.2503292281556, 1718.7506715317343, 1751.332326262506, 1782.194830076896, 1811.8318716076926, 1840.3450442478454, 1868.4531018700789, 1896.4003540177243, 1924.677682201582, 1943.790576130168]","[4.186703700000001, 4.1829233, 4.1803241, 4.1788278, 4.177213200000001, 4.1760712, 4.1752443, 4.1745353, 4.1737871, 4.1731176, 4.1725664, 4.1722512, 4.1718574, 4.1711879000000005]",3337.962369128152
8,0.5,1,45,"[0.0, 22.70879293934445, 59.11953593916803, 96.93554152928493, 136.8701328819085, 180.44363757139, 228.5497892830026, 278.41936877233616, 327.1477149796599, 374.2421353019272, 420.03473150967534, 465.4961842292796, 509.30573881004057, 554.7056630286429, 601.5867190977303, 648.4474459151097, 694.316536349741, 738.9868594787433, 781.4054076142133, 821.8793070549527, 861.7643778262241, 900.4256215077723, 938.3156962613355, 976.4718428945835, 1014.0031997142903, 1052.250766821376, 1090.376542039306, 1129.486874392335, 1168.537307445235, 1208.7208253260953, 1248.703669028177, 1290.04858628868, 1333.039301925689, 1376.513091394071, 1421.9065407878677, 1468.342000529926, 1515.124331527473, 1560.0625667232432, 1603.0469376069093, 1643.6889381739363, 1680.7603229662184, 1715.8104725597675, 1748.0966574222596, 1779.0728010672663, 1808.5947082241562, 1837.2153041919412, 1865.097949873468, 1893.2269788499914, 1921.3881830929815, 1944.7782218360715]","[4.186625, 4.1827264, 4.180285, 4.1783552, 4.1769767, 4.176110700000001, 4.1752048, 4.1742992, 4.1735506, 4.1729994, 4.1723695, 4.1720543, 4.1716213, 4.1711879000000005]",3333.941476134848
9,0.5,1,45,"[0.0, 31.57079209977303, 67.2773443607598, 105.65233022850941, 144.01117979675053, 187.89688917424837, 235.8999756175001, 286.0446333401102, 334.42840266583005, 381.6257298520576, 427.866631134311, 472.76666404964396, 517.1399907364327, 562.2299339902796, 608.3415654470465, 655.3906022978352, 701.6571613282523, 745.5871651162062, 788.1875377312091, 828.8771141401609, 868.5688492014702, 907.1398739333837, 945.4006319566043, 983.283946255886, 1020.881751443119, 1058.658847945529, 1097.5033675555737, 1136.3464512545183, 1174.9718936751447, 1214.6798183540304, 1255.5627154743725, 1296.4202673659047, 1339.6713772824546, 1383.5196099019481, 1428.0096638000814, 1474.9022532667486, 1521.11120022775, 1566.5408228363863, 1610.0085848916588, 1650.2142299708084, 1687.574043858725, 1722.2380850679178, 1754.805446453723, 1785.7206630839114, 1815.252429326269, 1843.8812743429576, 1871.9993651664981, 1899.9470872457441, 1928.0588631060418, 1945.2131276873106]","[4.1867433, 4.183120300000001, 4.180442299999999, 4.1786704, 4.177213200000001, 4.1761894, 4.1751261, 4.1742992, 4.1735506, 4.1731176, 4.1727238, 4.1721725, 4.1715817, 4.1712275000000005]",3329.527801888697
10,0.5,1,45,"[0.0, 24.048129364735928, 59.810410419345885, 97.80661718545764, 136.71714264992568, 180.05571108962044, 227.92991648849045, 277.4086715111936, 326.4225185192206, 373.32646192380685, 419.09529094365394, 463.9108902221112, 508.42770249634714, 552.8600265956088, 599.6650680136522, 646.5785051460844, 692.4514311406065, 737.0180568740534, 778.9846182579638, 820.0679269490424, 859.6446487743499, 898.3717168303253, 936.4064344593778, 973.9590075010681, 1011.4677438964704, 1049.7983793908968, 1088.6647611660333, 1126.7394205553371, 1166.6374032950382, 1205.564172811613, 1246.2012401056313, 1287.4295929904497, 1329.8829909419, 1373.2921510698939, 1418.5419453958484, 1465.7570161379035, 1511.9846790164388, 1557.2496228632544, 1600.0281676141713, 1640.9744947375784, 1677.8992012479898, 1713.3327666166438, 1745.287338862031, 1776.351385363856, 1806.0915410628245, 1834.600159635961, 1862.786856831628, 1890.4872554170374, 1918.8205797741243, 1944.2516710211853]","[4.1866646, 4.1829629, 4.1805606, 4.1787882000000005, 4.1772919, 4.1763072, 4.1751261, 4.174417, 4.173708400000001, 4.1732359, 4.1725664, 4.1722116, 4.1717391, 4.1714244]",3325.197374632433
11,0.5,1,45,"[0.0, 32.12417791662472, 67.62632608174977, 105.21655018493823, 144.3944251312156, 186.81907110786995, 234.45748519522294, 284.008651143523, 333.30690501208187, 380.09590486085835, 426.3651893618428, 470.9506404328008, 515.5237656691265, 560.0774288130503, 606.2812448175637, 652.6148968267398, 698.4844642033781, 742.9954895499277, 785.6982123845241, 826.2964996283558, 865.7487949451804, 904.7374128132224, 942.7726580069427, 980.3384838731788, 1018.1580828334158, 1056.1677528458952, 1094.562581225876, 1133.300178875659, 1172.4985845307922, 1212.0649311518353, 1252.669418594596, 1293.4426403116302, 1335.8256087882207, 1379.7790266217817, 1424.968886592464, 1470.6618144179738, 1518.0889066996915, 1563.7324940851922, 1606.3279750687589, 1646.423652671771, 1684.5221551339687, 1719.0873936676403, 1751.5709222294918, 1782.6236848719432, 1812.1612704535505, 1840.8597945605384, 1869.1532939826807, 1896.9429593646137, 1925.23987262741, 1945.5357460816103]","[4.1866646, 4.1829233, 4.1803241, 4.1785126, 4.176898, 4.1758742, 4.1751652, 4.1742992, 4.1736689, 4.1729603, 4.1723299, 4.171936, 4.171503100000001, 4.1711092]",3320.423855460068
