Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.1,1,25,"[0.0, 15.514870905421503, 41.48407230401514, 68.50457572616548, 96.76905237489066, 126.04004839169548, 156.7230115017562, 189.0935016813805, 223.97075724278696, 260.81977751044496, 300.3240977829689, 340.5217089397372, 381.02103227548605, 422.54019293286876, 464.95491869977775, 507.95789560645085, 550.9912859812588, 594.1993993096822, 637.3367328718795, 679.8689774305193, 721.5060947776012, 762.9859855567961, 803.3838494633048, 843.2293645618648, 882.4604941975309, 920.9913167623498, 958.7345651394284, 996.1867468744305, 1032.6641106968184, 1068.7434912134756, 1104.198234303206, 1138.9750142747425, 1173.6799541349642, 1208.7971324348136, 1245.595259382838, 1284.9384396676946, 1327.002498908007, 1371.4076025933957, 1417.0752456462449, 1463.8294617442928, 1511.2296265460375, 1560.3319506821872, 1611.0917351379092, 1663.240100741317, 1716.3653827926428, 1768.546473295542, 1819.6694231302233, 1868.783611870803, 1916.474714425269, 1942.543245586887]","[4.1893082, 4.186787600000001, 4.1841888, 4.1813931, 4.178124899999999, 4.1746993, 4.1706829, 4.1662335, 4.1616654, 4.1566648, 4.1517429, 4.1471753, 4.1428828, 4.1394181]",3072.854302819551
3,0.1,1,25,"[0.0, 15.748507042623345, 40.96065114647294, 67.52705029905869, 95.14662644110373, 124.00291446910589, 154.08523533097443, 185.8761579025926, 219.62305640841052, 255.67575563995516, 293.8417629357351, 334.1650104508741, 374.7827651389383, 415.8094674620289, 457.8320468438915, 500.2984449002935, 543.31642379978, 586.5408771509831, 629.3647808888319, 672.0188397814386, 713.889155501032, 754.8454490095565, 795.4914467926782, 835.1466271678029, 874.1643918626226, 912.6821203679442, 950.213827222171, 987.3357811153107, 1023.8261269070313, 1059.9355585873654, 1095.2863030010558, 1129.949980914239, 1164.7206562971724, 1199.3766113775193, 1235.1392251722746, 1272.4149439494836, 1312.1956568759854, 1355.0072056523122, 1399.9521755442295, 1446.8032570189955, 1494.363223024442, 1543.2354549187376, 1593.7568595717592, 1646.0463194055922, 1698.9044500722239, 1751.4613522596514, 1802.5590254569781, 1851.9931383832838, 1899.6132706330147, 1925.6876810666233]","[4.1889534, 4.185921700000001, 4.182929, 4.1796608, 4.1758804, 4.1717854, 4.1672177, 4.162531899999999, 4.1576886, 4.152688, 4.1480021, 4.143867500000001, 4.140480999999999, 4.137724899999999]",3066.9398620943184
4,0.1,1,25,"[0.0, 17.735565869922112, 42.11282104557577, 68.01041652350813, 94.87022607963746, 122.73671604207692, 151.84661674848968, 183.1302082104404, 216.10204146122913, 252.27000595620785, 290.52076273777277, 330.74225220824354, 371.2281043579571, 412.3884641776105, 454.14221118320467, 496.85777730630133, 539.7187902468825, 582.9977395309061, 626.1530055621681, 669.0482694098523, 710.7661721532638, 752.5009732695403, 793.3614285245621, 833.2647888454326, 872.4115298996778, 910.6572240514613, 948.3706085561171, 985.0797745294362, 1021.4778785107537, 1057.2020465742964, 1092.1328380117352, 1126.820100653058, 1161.113365245679, 1195.426548171674, 1230.2847794413658, 1265.8621152285054, 1302.9784729253201, 1342.687532128692, 1385.5517499327618, 1431.072316412854, 1478.370268234904, 1527.3418194675662, 1577.3116619480331, 1629.61613115744, 1682.4111308368633, 1734.6059054441162, 1785.8370468829069, 1835.2284360344206, 1882.7212843171208, 1924.2588146590163]","[4.1885991, 4.1852913, 4.1821413, 4.178518799999999, 4.1745811, 4.1705256, 4.165957499999999, 4.1610355000000006, 4.1562319, 4.1516638, 4.1471753, 4.1435132, 4.1401663, 4.137764]",3063.11104340169
5,0.1,1,25,"[0.0, 13.990607613852262, 37.628962180898355, 62.12871124080871, 88.16136587332494, 115.24387338575804, 143.49031909107816, 173.65767503844796, 205.6335448743764, 240.37092665069576, 277.4655491512136, 316.9976125456912, 357.7334511984273, 398.755147393733, 440.4480290683878, 483.0197860590975, 525.9954823366727, 569.5902162560451, 612.7596009608537, 655.6531376419571, 697.8398299485577, 739.3962916888261, 780.1643830280473, 820.4233995586872, 859.3039212028223, 897.9069973741193, 935.2516612828222, 972.2902687295973, 1008.5209549560964, 1044.0442780365768, 1079.2280468016402, 1113.7396261915485, 1148.3180516838188, 1183.0716128084412, 1218.1485199322847, 1253.8116133637898, 1290.223439561208, 1328.5261403017737, 1368.7729189605307, 1412.4370073330986, 1459.1389977624551, 1508.4528944846468, 1559.5362801132362, 1611.824131304483, 1664.696722613239, 1717.4615601200337, 1768.6850327899335, 1817.8435191130438, 1865.4823177129258, 1893.5349846676975]","[4.1882052000000005, 4.184937000000001, 4.1815901, 4.178124899999999, 4.1741872, 4.1697774, 4.1652884, 4.160681200000001, 4.1557984, 4.1515064, 4.147568700000001, 4.1438279, 4.1407566, 4.138354799999999]",3060.158304251843
6,0.1,1,25,"[0.0, 18.99638564761733, 42.255316816593336, 66.42762273937589, 91.26430911907838, 117.06716524805708, 144.41623062568826, 173.44786382595268, 204.536330105938, 237.7731664727414, 273.1657565137798, 311.0791285528052, 350.07234837569536, 390.1645571257844, 431.30894022347763, 473.1398300217744, 515.4717605634734, 558.837799761922, 601.8369401005282, 644.250099408345, 686.6720588067394, 727.716897027315, 768.3456894711758, 808.2176948159134, 847.4685572853062, 886.231422452246, 923.9788404992827, 960.932497597308, 997.2417578735934, 1033.0285801444174, 1068.390820777444, 1103.4710716717418, 1138.7467366835203, 1174.3211502117997, 1210.1908432657337, 1246.2953013174167, 1283.3461204009034, 1321.2184858924848, 1360.5414227677445, 1402.5452616240389, 1447.6706619616975, 1495.9498863124418, 1546.2867583428479, 1598.6346506630098, 1651.833962472331, 1704.3606569089798, 1755.7740308235468, 1805.3155833323026, 1852.4563593954642, 1888.4713086035165]","[4.1879692, 4.1846223, 4.1810784, 4.1775737, 4.1735573, 4.169343899999999, 4.1649733, 4.1602087, 4.1556411, 4.1514277, 4.1475296, 4.1439857, 4.141110899999999, 4.138669999999999]",3051.48720000936
7,0.1,1,25,"[0.0, 21.802837106163707, 44.390610972124875, 67.92399930755789, 91.90131630927036, 117.43804613452474, 144.16036105219658, 172.675164305638, 203.03652264186783, 235.6697263493564, 270.81800495867446, 307.6772128569859, 346.30417764794447, 385.92904333259855, 426.4139674384078, 467.62182755896106, 509.77155390439214, 552.3212454452464, 595.7234333558238, 638.5967357468293, 680.974244081343, 722.409204645, 763.638322840679, 803.6651876825206, 842.8314153969582, 881.2413055669084, 918.7460722680092, 955.5138107416716, 991.5005978279281, 1026.7704654229617, 1062.0326386399101, 1096.5326138529938, 1131.7051564383733, 1166.934646827557, 1202.4720842814645, 1238.6625599826514, 1275.3926848126662, 1312.612030436856, 1351.3583423776934, 1391.7750954708974, 1435.3407352685354, 1481.8839709622707, 1531.9484051920515, 1584.2125725462097, 1637.7022080245367, 1690.9105270031002, 1742.2212079380172, 1792.0770469134338, 1840.0560737749602, 1869.3681875994196]","[4.187732700000001, 4.1845436000000005, 4.1811175, 4.1773376, 4.1736755, 4.1695409, 4.1652489, 4.1606417, 4.156349700000001, 4.1520972, 4.1482778, 4.1448913, 4.1417804, 4.1393785]",3042.11047274482
8,0.1,1,25,"[0.0, 13.057433836288766, 34.562980016902145, 57.08470053176259, 80.24640817854419, 104.84180733538884, 130.99467160774785, 158.52288169219534, 188.05824576833115, 219.64367463954105, 253.62296979241003, 289.30623109200394, 326.9254349397695, 365.43691267934264, 405.11833239082364, 445.5040567355703, 486.5767262039084, 528.4448635104919, 570.6542240341067, 613.5510597290561, 655.6248883708029, 697.4187163106578, 738.4465239549745, 778.5456487566169, 817.9170412426458, 856.4256856821094, 893.9528260700622, 930.7999621096769, 967.0242093411093, 1002.5763478871131, 1037.8220356402235, 1072.956673784972, 1108.3913430201458, 1143.9558854972656, 1180.5382549028334, 1217.105094870911, 1254.4081932720205, 1291.7419043177238, 1330.6442400874075, 1370.5050907835127, 1412.6517597202712, 1457.9205327939173, 1506.4500712278648, 1558.7292730965466, 1612.303657416866, 1665.3600191870917, 1716.885776212393, 1767.0914708590656, 1814.8058623548843, 1841.8759002486156]","[4.187732700000001, 4.1841102, 4.1806059, 4.1769829, 4.1732817, 4.1694226, 4.1651702, 4.1608782, 4.156822200000001, 4.1529636, 4.1492229, 4.1460333, 4.1431589, 4.1405993]",3032.034779778238
9,0.1,1,25,"[0.0, 17.592724773993666, 38.48406759499815, 60.22968599656585, 82.75958388058004, 106.93763002826199, 132.42683424347865, 159.8944166062081, 188.7447508823633, 219.63902559134453, 252.2652585118522, 287.4978464381771, 324.4833474141736, 362.7886512210049, 402.0211776289499, 441.88692520956704, 482.64614266250294, 523.93757437465, 565.925128228406, 607.6087580783059, 649.4638934438743, 690.7971134737833, 731.385252178456, 770.9672353204879, 809.4967306065384, 847.2495315015046, 884.2144416890527, 920.5436320928569, 956.0799348427762, 990.9428945620333, 1025.7433045824687, 1060.5943368445683, 1095.9144762111741, 1131.7142146399233, 1168.2932397567383, 1205.0864389433632, 1242.2270469851255, 1279.8352912618516, 1318.2580276459148, 1357.718354832844, 1398.989251702475, 1442.8497397454507, 1490.0721158022066, 1540.858916561835, 1593.736586287639, 1647.018264002234, 1699.05691013886, 1748.7713489473394, 1796.1339924391464, 1831.225831171469]","[4.1875753, 4.1838346, 4.1806059, 4.176943799999999, 4.1731634, 4.1693835, 4.1654854, 4.1613898, 4.1573343000000005, 4.1534357, 4.149971, 4.1468205000000005, 4.1440248, 4.141426099999999]",3017.866328678655
10,0.1,1,25,"[0.0, 15.221451358381103, 35.365722743558194, 56.23239956139673, 78.3517398929512, 101.7767145153455, 126.50166503615654, 153.12988716870845, 181.19849231809692, 210.7366374213752, 242.38152203676847, 276.6725741313612, 312.68549131704685, 350.21561450998956, 388.6755162059609, 427.50177544265523, 467.92764362494813, 508.5753420007825, 549.9932449122417, 591.3715606765193, 632.6676126635923, 673.8015381940294, 714.3201388959791, 754.40246432949, 793.2740217468038, 831.4129668243316, 868.5595134653663, 904.9008230396696, 940.6234285728178, 975.6577782549853, 1010.6441604849881, 1045.3045532402416, 1081.0272870263125, 1117.120857067399, 1153.5565489437236, 1190.7701510146924, 1228.5056738007106, 1266.4622060330898, 1304.8680617754285, 1344.0858806657116, 1384.606017149663, 1427.567568458755, 1473.9603831152394, 1523.4878137188384, 1575.751191278557, 1629.2712200574722, 1681.667770380202, 1731.8666776410075, 1780.192164162828, 1821.69466295044]","[4.1872997000000005, 4.1836376, 4.1802907, 4.1768255, 4.1732421, 4.1692653, 4.1655245, 4.161705, 4.1579642, 4.1541839, 4.150994799999999, 4.1478443, 4.145088200000001, 4.1424499]",3000.895276064995
11,0.1,1,25,"[0.0, 18.106182138239518, 37.3753064025654, 57.50558081733351, 78.4841890310513, 101.00460032916763, 124.73732060065248, 150.17638962894534, 177.19240757054524, 205.78903866624853, 236.47437849503478, 269.40687307920655, 304.66433521034924, 341.1108868951355, 378.77052261616257, 417.4211104846944, 456.84231883214864, 496.8969082048927, 537.0712621963562, 578.1445712119339, 618.8392359565752, 659.5510063645411, 699.8470595188996, 739.3459978811908, 778.0488144091944, 816.2858744548968, 853.3231842412838, 889.776894496214, 925.4001286859341, 960.7046454764063, 995.5049434122666, 1030.5424381869473, 1065.9980172617281, 1102.3777495792779, 1139.4739118662542, 1176.8830034540413, 1214.7189706219183, 1253.1552357272922, 1291.8620022014336, 1331.0719402645952, 1371.2286481794426, 1413.4044807317641, 1458.3862624710023, 1507.1851281825882, 1558.6694412271552, 1611.700760186491, 1664.0635159515807, 1714.8078291579036, 1762.9894067260673, 1795.4131782752825]","[4.1872211, 4.1834407, 4.179975499999999, 4.1765895, 4.1731634, 4.169343899999999, 4.1658001, 4.1620989, 4.158555000000001, 4.1549716, 4.151900299999999, 4.1489472, 4.1463089, 4.1436706]",2984.4868564773246
