Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,45,"[0.0, 29.768596323644033, 67.3678201629034, 106.07589292766318, 146.9665968188582, 193.29387608172567, 242.21166924222405, 292.1456881028282, 340.97934382261224, 387.46792360303266, 433.9504480600174, 479.2894853906016, 524.2851847032964, 570.6914275035829, 619.2563684552842, 667.4394454912149, 714.1697102722972, 758.6094023128976, 801.6371519912025, 842.4721451492396, 882.1869221495701, 921.15348421782, 959.1377820195573, 997.9762070438576, 1035.6955860648509, 1074.1730543359572, 1113.1732131658569, 1151.4060470849668, 1191.4906369425794, 1231.8190486740443, 1272.381076161639, 1314.0576798565878, 1356.7671965487264, 1401.0766105488585, 1446.9501244862583, 1493.6800390204046, 1540.6192836120879, 1585.5354854010382, 1628.7243507175124, 1669.086616949555, 1706.4277632630985, 1741.1522880068849, 1773.63777683179, 1804.4939014636795, 1834.009404692192, 1862.6800346626294, 1890.6731910482924, 1918.5366905304088, 1946.8965793448267, 1974.0783266102442]","[4.187418, 4.183874100000001, 4.1815515, 4.179661299999999, 4.1783619, 4.1770625, 4.1761174, 4.1752906, 4.1748185, 4.1741095, 4.1735191, 4.1730466, 4.1727314, 4.1723375]",3342.254189982231
3,0.5,1,45,"[0.0, 27.248805824310693, 64.73572605014749, 102.97216656085936, 143.68106856158374, 188.9775889348075, 237.97558281848114, 287.87384869201526, 336.8713265289995, 384.1696509680936, 430.26041866949174, 475.39531234741946, 520.1525723209799, 566.4576649202412, 613.4300323781457, 661.9779430509114, 708.2559798121143, 752.8053067731288, 795.5761299055656, 836.6592145065866, 875.5453192020292, 915.158974172694, 953.1127557700712, 991.59179878812, 1029.5037940677284, 1067.714591842603, 1106.6494866832195, 1145.921656400983, 1185.2282375769278, 1225.334647025904, 1266.2461650137875, 1307.7150593421206, 1350.7919280366737, 1395.2595665674235, 1441.428521920122, 1487.895096944119, 1533.9129205818213, 1579.9744994282469, 1622.6068968776744, 1662.695730459514, 1700.3571362241769, 1734.8492147952802, 1767.1794124321018, 1797.9007355487352, 1827.5483548238149, 1856.0622109093338, 1883.9973702195884, 1912.0019531083153, 1940.3898677783163, 1959.6414280284284]","[4.1874967000000005, 4.1837564, 4.181354499999999, 4.1795826, 4.1782436, 4.1771021, 4.1762357, 4.1755271, 4.1747789, 4.1741095, 4.1735978, 4.1730466, 4.1727314, 4.1723771]",3338.6078296209025
4,0.5,1,45,"[0.0, 24.986598473642516, 61.55230763035797, 100.26809864364316, 140.41538005013626, 185.1632791334465, 233.32240290285404, 284.001993697521, 332.0800054536479, 379.78492929777246, 426.1370690268228, 471.50374768088875, 516.1198987166612, 561.5136750570151, 608.5591343052109, 656.1593254550274, 702.9088180029529, 747.6611169053032, 790.1425979093173, 830.8739408179157, 870.6234735106965, 909.6187427493059, 947.82314528156, 985.92636471402, 1024.4914914622946, 1062.4639410220702, 1101.2425281753917, 1140.8306941798378, 1179.9275101919125, 1220.3616097993145, 1261.231658608668, 1302.733377784798, 1345.5398995729115, 1390.3441700004387, 1436.1109874755612, 1482.602704376628, 1529.5893841841253, 1574.4372637805582, 1617.294725201254, 1658.3391591485433, 1695.6353293445377, 1729.9692768662599, 1761.8893038957362, 1792.5721932155138, 1822.248097931215, 1850.7127498095952, 1878.8096023641374, 1906.8067029871281, 1935.0543897350894, 1959.7239590256086]","[4.187418, 4.183913700000001, 4.1815515, 4.1798973, 4.1782436, 4.1772594, 4.1762753, 4.1754088, 4.1749363, 4.1743064, 4.1736369, 4.1732039, 4.1728497, 4.1725345]",3336.3365303980822
5,0.5,1,45,"[0.0, 29.5574938501843, 65.86617762287392, 103.80300149983486, 143.48079536394414, 187.98474101770864, 236.8604057690651, 287.0901338362015, 335.61404219827796, 383.7555722983186, 429.3753932920663, 474.4711361159766, 519.124635340283, 564.0606742100381, 610.6058824461545, 658.8306762573907, 705.2418111597235, 749.7233431609518, 792.4302417727706, 833.2728384905672, 872.8247477760701, 911.9818857541181, 950.5156939810506, 988.4137382014064, 1026.385056174706, 1065.0810538994963, 1103.6944082808168, 1142.8955274193158, 1183.020704983849, 1222.3893057823946, 1263.5538554320206, 1304.8129580311552, 1347.5715065610568, 1392.481991577078, 1438.034607316127, 1485.2548944181879, 1531.5395568884549, 1577.294319307672, 1619.650894364832, 1660.4372004797317, 1697.3616478730853, 1731.7782151282834, 1764.0274783917737, 1794.6822243187282, 1824.206348322399, 1852.6041514987285, 1880.7668254655384, 1908.7294584815334, 1937.1605989197558, 1958.9488257977293]","[4.187418, 4.183874100000001, 4.1815119, 4.1795826, 4.1782436, 4.1772594, 4.1762753, 4.1754088, 4.1748185, 4.1741881, 4.1738734, 4.1733222, 4.1730466, 4.1724954]",3332.236770008547
6,0.5,1,45,"[0.0, 27.186474701946054, 63.64720552703022, 102.32383962539348, 141.35275173316722, 185.2700054260871, 233.54456902251923, 283.47877880722376, 332.5500859299492, 379.5800198736571, 425.9619353478744, 471.67456204804614, 516.1034503944187, 561.3532192213089, 607.67978941331, 654.7133201360031, 700.8305162022924, 745.7685457898236, 788.6841270162087, 829.3405386673968, 868.9739420485365, 907.8332266917306, 946.0678677108671, 984.1899410559535, 1022.0740072601517, 1060.6308207990442, 1099.4469456256215, 1138.584983536054, 1178.1346491025552, 1218.2084035931443, 1259.1174351342984, 1300.4333087026462, 1343.371212097608, 1388.437113476441, 1433.5862052639418, 1480.7871592321835, 1527.3722506999202, 1572.7320438297784, 1615.5332311568168, 1655.660106776013, 1693.0413830680864, 1727.1384589175577, 1759.6820504463612, 1790.4686935933637, 1819.890962388191, 1848.2136355915763, 1876.3332279154884, 1904.3256133702744, 1932.7550107737807, 1958.8728200425867]","[4.187654, 4.183874100000001, 4.1815119, 4.1795826, 4.1782436, 4.1771808, 4.1762753, 4.175724, 4.1748972, 4.1743851, 4.1737947, 4.1732435, 4.1728497, 4.1724558]",3328.5913417715087
7,0.5,1,45,"[0.0, 27.786185219494655, 64.4255568958447, 102.22874953181952, 141.58016846938744, 185.21573091701862, 233.4480877441988, 283.071576204464, 332.3584332825269, 379.9369120385834, 426.1706685416834, 470.8874029379788, 515.4128827415632, 560.3157822673802, 606.5687997711652, 653.795697950273, 700.3644018532773, 744.3996504589711, 787.2062573860912, 828.0061944999743, 867.8994915826354, 906.103344186721, 944.4780009406365, 982.6588911255265, 1020.7553870901918, 1059.2865163960037, 1097.6709272199587, 1136.7514759422982, 1176.557314081508, 1216.8282311118726, 1257.765556128861, 1299.5458859003256, 1341.7966918189065, 1386.8652575736953, 1432.7782888265954, 1479.2796380646712, 1525.7901956739527, 1571.487029933917, 1614.6332586119727, 1654.6583670761195, 1691.7749830105856, 1726.0968266816915, 1758.5213990275608, 1789.2214154841583, 1818.6915604139306, 1847.136957592639, 1875.236661360542, 1903.3091747621868, 1931.7640769745274, 1959.1507021420623]","[4.1873393, 4.183913700000001, 4.1815515, 4.17974, 4.1782832, 4.1771412, 4.1762753, 4.1756454, 4.1748972, 4.1743064, 4.1737552, 4.1732826, 4.1728497, 4.1726527]",3325.018719824488
8,0.5,1,45,"[0.0, 22.11312093022616, 57.57463298828566, 95.66295359928222, 134.92522542038864, 177.51766672164, 225.639141480783, 274.6935965296399, 324.38715905030824, 371.3910710442989, 417.5983429806157, 463.1897106151233, 507.6782252444067, 551.8699843261871, 598.4388811467383, 644.6789624850031, 691.4631243382779, 735.9065385765335, 778.7754758144414, 819.6175299724842, 858.8331522058298, 897.8540112431659, 936.0885653917661, 974.1116008734294, 1012.6524725962043, 1050.602341621242, 1089.2188563079822, 1128.2861265711613, 1167.9005784567826, 1208.4293308388883, 1248.8216888116885, 1290.3111604061514, 1333.2428306245984, 1377.6013662849227, 1423.5150619387132, 1470.4039491969538, 1517.332328695492, 1563.4785025736478, 1605.9459342962377, 1645.5487417569552, 1683.41125242936, 1717.6504008139118, 1749.92575728574, 1780.8040958922898, 1810.0496065933644, 1838.7878170516578, 1866.7348865284139, 1894.7111005493557, 1923.1244330589966, 1946.0436277345784]","[4.1874967000000005, 4.183874100000001, 4.1814332, 4.179464299999999, 4.1782832, 4.177299, 4.1763144, 4.1754484, 4.1748576, 4.1742277, 4.1736765, 4.1734405, 4.1729283, 4.1724558]",3322.199262284616
9,0.5,1,45,"[0.0, 33.50699956554024, 69.0020351050299, 107.53238760803254, 145.5901430850272, 188.57611332792294, 235.98892839493396, 285.86130702412504, 335.0532618284808, 383.171385919052, 428.9702965726715, 474.10651493987484, 518.5939668675383, 562.5985677595411, 608.9913963261188, 654.7764846740124, 701.4181132203157, 745.5584588086726, 788.7905232609783, 829.6368606627941, 869.6030333215249, 908.7685613708431, 946.9339403473325, 984.4961056826082, 1022.8890179531957, 1060.7061315924645, 1099.5569720604803, 1138.3214950749211, 1178.1834520981724, 1217.9664738895306, 1258.77038877397, 1300.7286152414845, 1343.8379884832661, 1387.3570921581877, 1434.0609003489712, 1480.820698620273, 1527.5548528177128, 1572.4555941981248, 1615.940784943959, 1656.1740812058138, 1692.8244667305817, 1727.5018903789705, 1759.9010205851291, 1790.8004332380347, 1820.1375261387238, 1848.615247732344, 1876.6960925590884, 1904.7518070475835, 1933.2203878778469, 1959.4741754784473]","[4.1872997000000005, 4.1837955, 4.181354499999999, 4.1793857, 4.178165, 4.1771021, 4.176157, 4.1752119, 4.1747789, 4.1739125, 4.1735582, 4.173085700000001, 4.1726923, 4.1724954]",3317.934067388101
10,0.5,1,45,"[0.0, 29.35086488458296, 64.50879465590822, 102.56556683649785, 140.91322782741906, 183.5049353215128, 230.6229413831735, 280.7595145286174, 329.75811705258957, 377.7136371225471, 424.0171106952331, 469.0735823588185, 513.2057110531451, 557.1768117839766, 602.7109512395294, 649.5911640019377, 695.1257992975937, 739.9177889442104, 782.8220005731924, 823.9898131659294, 863.6876815259885, 902.6194953555233, 940.8918415712627, 978.7140810679206, 1017.0380655085102, 1055.280846492788, 1093.7234906744848, 1132.926489386532, 1171.9675242505905, 1212.4054555811285, 1252.7481418539387, 1294.712870564868, 1337.3131786029467, 1382.1686872401297, 1427.7937286450342, 1474.472394064373, 1521.5082711837308, 1566.7044999624345, 1609.5836948457377, 1650.24636503364, 1687.345866851526, 1721.7387734446183, 1754.1642282307744, 1784.8082705836778, 1814.5264564140934, 1843.0325295652015, 1871.1971846426804, 1899.1665899217628, 1927.6551357797644, 1945.697141802299]","[4.1871819, 4.1836777000000005, 4.181354499999999, 4.179543, 4.1782045, 4.1772203, 4.1761174, 4.1754088, 4.1747394, 4.1742673, 4.1737161, 4.1731644, 4.1728888, 4.1724167]",3314.107080030791
11,0.5,1,45,"[0.0, 22.855480133144965, 57.987722643385496, 96.47450213007164, 134.93456471968523, 176.12771443477288, 223.72310851485838, 273.2567286489807, 322.9101354080875, 370.56730590891664, 416.66028057898404, 461.59777580534103, 505.89201940496116, 549.8978056148495, 594.7891522619108, 641.720210718525, 687.9574294033754, 732.3482339464914, 774.8301932671469, 816.1162536618955, 855.2381235302404, 894.8202026424118, 932.7927410492717, 971.028645941372, 1009.3275418980337, 1047.41677036177, 1085.8896456894995, 1125.0647717007364, 1164.5966682399148, 1204.6057681503717, 1244.792586568712, 1286.9775471791017, 1330.0339098117297, 1373.1245636714389, 1419.3754878819173, 1466.188029234298, 1513.0384226489841, 1558.56239107886, 1600.937151985569, 1641.7441340806204, 1679.0806836023717, 1713.5268735791878, 1745.6956445627097, 1776.6278014796358, 1806.179423818237, 1834.8066123514786, 1862.731480321203, 1890.8321849861636, 1919.3507768290237, 1945.6760263944511]","[4.1872997000000005, 4.1837168, 4.1814332, 4.179503899999999, 4.1781259, 4.1769838, 4.176157, 4.1753697, 4.1746607, 4.1741095, 4.1735191, 4.1731253, 4.1727314, 4.1723375]",3310.0038622068937
