Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,25,"[0.0, 35.108993392602656, 72.28094312934411, 111.63225702684099, 153.40548190968798, 197.79083593125767, 243.34462369490154, 288.0674862716064, 332.66434739724843, 376.9653839830387, 421.08535204774137, 466.96845494294894, 513.7089189053141, 561.9329341311972, 610.4094099943126, 657.5945327390435, 703.8926506598763, 749.2467745456569, 792.9211492205294, 834.6644553409836, 875.5171255697661, 915.6466274664168, 953.6554328034271, 991.1063222058534, 1028.3622686323765, 1065.0232298867172, 1101.0212804503722, 1137.6181382816399, 1173.8166252598585, 1210.6095707280929, 1247.810734676224, 1284.8932583571304, 1322.459965491642, 1360.70436763025, 1399.4837784678289, 1439.120937080951, 1479.6752112561248, 1520.7806073265328, 1563.2171849846413, 1605.4367138270582, 1647.5011631350553, 1688.8670274108003, 1729.5336309915992, 1769.6553134752512, 1808.8109791798188, 1847.2611381505535, 1884.1413279488338, 1918.7345587168575, 1953.391904922922, 1978.5187496145968]","[4.183538, 4.177830200000001, 4.1735792, 4.1699972, 4.1668482, 4.164171700000001, 4.1621642, 4.1603141, 4.1587787, 4.1575584, 4.1563778, 4.1556301, 4.154685, 4.153897799999999]",3273.038235164659
3,0.5,1,25,"[0.0, 26.381661491829618, 63.65126373143926, 102.49937941245912, 144.4416405841763, 188.81617593994008, 233.6160114060865, 279.5435902859755, 324.0952481001126, 367.99112957018895, 412.61296653345255, 457.6516774625642, 504.3433588415244, 552.0694946659492, 600.5387708901037, 647.7143234684997, 694.4553136384445, 739.451622053984, 782.6583282860515, 824.761903061634, 865.680468733636, 904.9462334022703, 943.3885752260928, 980.7234193143045, 1017.4207621209346, 1053.9698341669803, 1090.1277649266235, 1126.6865841161427, 1163.1384462094766, 1199.403123184342, 1236.4519163755608, 1273.9105230688826, 1311.3660006330479, 1349.1161193825062, 1388.4473891313123, 1427.9217287177046, 1468.4954286210675, 1509.9312505618714, 1552.0375781435796, 1593.9625535621221, 1635.722074058226, 1677.0129434769665, 1716.8356918453474, 1756.2924553243047, 1794.733378211682, 1832.3978714236878, 1869.250883510244, 1904.387122704944, 1937.9619297464337, 1963.342650154691]","[4.1833801, 4.1778698, 4.1735396, 4.1698399, 4.1669664, 4.1645651, 4.1624393, 4.1608257, 4.1594086, 4.1582279, 4.1572437, 4.1563778, 4.1553936, 4.154842899999999]",3273.036943460964
4,0.5,1,25,"[0.0, 22.188192772104685, 58.81437025519506, 97.81967705757393, 139.4274240450527, 183.5375967078337, 229.52840737404813, 274.7686031800607, 319.73154825053336, 362.7265435916935, 407.55466169084207, 452.5253664160804, 499.32464905956544, 546.7408894849161, 595.6042695532094, 642.6178960450354, 688.85658759185, 734.2595508205129, 777.5112588974437, 819.1499616172209, 859.7964706411879, 899.270511341158, 937.481037347623, 974.8987989899761, 1011.4270633394585, 1048.0740848342039, 1084.1577809596376, 1120.6160435089414, 1157.0763773491196, 1193.14968440502, 1229.9859950676698, 1267.3786478826169, 1305.1889938264683, 1343.3013187011857, 1381.7396337678515, 1421.874150953732, 1462.4723419693637, 1503.720588574297, 1545.7756704846806, 1587.7937031645893, 1629.5918243038896, 1670.0028074605498, 1710.2215971694445, 1748.2119539707192, 1786.5342105680584, 1823.5179282856352, 1860.2727706276346, 1895.2650432076953, 1928.9391173938375, 1949.7483611976436]","[4.183341, 4.177830200000001, 4.1734219, 4.1699972, 4.1670055, 4.1648011, 4.1625972, 4.1610618, 4.1596842, 4.1587, 4.1575193, 4.1565747, 4.1558661, 4.1551576]",3271.161786777885
5,0.5,1,25,"[0.0, 21.372528481382233, 57.99719081533976, 96.71700332869273, 138.18530375204523, 182.46386560650103, 227.90070345011668, 273.20754229936915, 318.5334831251746, 362.7167905050005, 406.71371118657066, 450.85937499550835, 496.9766940006248, 544.8346292151009, 593.0386915964721, 640.5813878092954, 687.2937610617312, 731.8331082306513, 774.5706817682803, 817.0402134673325, 857.3665334667637, 896.3523926115117, 934.5729020827671, 971.6718902929838, 1008.5233100287558, 1045.109978505314, 1081.3218667318217, 1117.4572906247356, 1153.726281377346, 1190.7872431451788, 1226.8555280315734, 1264.339993198717, 1301.393470228784, 1339.4594347448344, 1378.3255580321727, 1417.9531693110673, 1458.5022670091862, 1500.048402349955, 1541.7366075783732, 1583.836156212323, 1625.0084437685612, 1665.8593004612837, 1705.5609889700693, 1743.6199457153423, 1781.2627004774356, 1817.6903627549639, 1854.0947034256076, 1889.3973225107904, 1922.8599595056437, 1948.6292766876902]","[4.1831441, 4.1776333, 4.1735396, 4.1699576, 4.1670451, 4.1646833, 4.1627545, 4.16118, 4.1597238, 4.1587, 4.1576767, 4.156929, 4.1560235, 4.1553545]",3268.24624847046
6,0.5,1,25,"[0.0, 25.824939466811884, 62.06472677299962, 100.16792053738777, 141.5972146452708, 185.14313145195422, 230.9151534162196, 276.48693208599923, 321.1203201921559, 365.73362905241333, 409.23821510019513, 453.69662441025196, 499.695246262714, 546.7358919672555, 595.3956385542548, 642.4697194052288, 689.176331305181, 733.510839004004, 777.268795931686, 818.9402989061124, 859.0985224299385, 897.7878309555841, 936.179823380376, 973.3337106921539, 1010.2944517945735, 1046.3767801618392, 1082.6338442438919, 1118.305162375941, 1154.6986885860488, 1191.2176707676808, 1228.016201490353, 1264.6238450391265, 1302.1602162993722, 1340.4084984358215, 1378.862219451782, 1418.7712730056182, 1459.004755026799, 1500.0490312635156, 1541.9414938507084, 1583.749887054002, 1625.20493109699, 1665.9843201747194, 1705.2611106708086, 1743.378482470005, 1780.6519912163194, 1817.0635999185192, 1852.9204786950427, 1888.0106494679308, 1922.2733289503594, 1949.6237682740611]","[4.1831837, 4.177554600000001, 4.1733427, 4.1699576, 4.1670451, 4.1646833, 4.1629119, 4.1614556, 4.1599598, 4.1588182, 4.158030999999999, 4.156929, 4.1563382, 4.1556301]",3265.188154997559
7,0.5,1,25,"[0.0, 32.97071131373821, 69.5038669304945, 107.55955170022219, 148.6759021068848, 192.34694140095633, 238.12207732253808, 283.74996303939326, 328.9693038654723, 373.41524242466176, 417.1404773509987, 461.2864384487623, 506.9875916403864, 554.0960222713834, 601.9821653484721, 649.7709122655856, 695.8449640875776, 740.8806315718382, 783.5949297150278, 825.697684728191, 866.0362621778522, 905.102330884436, 943.0814846063752, 980.2595258918877, 1016.7388111048949, 1053.2810844954618, 1089.4660467354265, 1125.427703459493, 1161.4719979477927, 1197.7188222545337, 1234.5303601111093, 1271.3941644703514, 1308.5717139502765, 1346.6501360290831, 1385.1662240547976, 1424.5624184871247, 1464.9528770551633, 1506.2347313254518, 1547.3883110727743, 1589.637286250073, 1631.092540783161, 1671.3881957035874, 1710.3243441581685, 1748.6250163482687, 1785.059448841264, 1821.6389375287572, 1857.3543019030994, 1892.850732393746, 1926.6282589560628, 1949.6988269211838]","[4.1830258, 4.1773973, 4.1730676, 4.1697612, 4.1667695, 4.1648011, 4.1626363, 4.1611404, 4.1599598, 4.1586609, 4.1578341, 4.156850299999999, 4.1560235, 4.1554332]",3262.531230704075
8,0.5,1,25,"[0.0, 27.007578983239, 62.72445800190201, 100.83166226865603, 141.60753181529583, 185.80545676666827, 231.19871136889617, 277.3646374763075, 322.0360706955081, 366.4385731342419, 410.26335886416746, 454.3991769608299, 499.6209846656485, 547.1001445135256, 595.3747642472182, 642.2122451600097, 688.5319074623825, 733.5071426259523, 776.8656216367759, 818.165411296449, 858.1354333913056, 897.7798796742326, 935.6780344037862, 972.9223211689576, 1009.0318189074345, 1045.9833532421126, 1081.7764936334484, 1118.0265959681692, 1153.8024924189467, 1190.285888792016, 1226.9793921578857, 1263.9221422260348, 1300.7273247154644, 1338.553311970416, 1377.466103215183, 1416.8715401047925, 1456.8828806045094, 1497.8183711435881, 1539.7638418099982, 1581.5053627802854, 1622.963783504813, 1662.834418094782, 1702.1198833036228, 1739.8413328890033, 1776.7081066076876, 1812.694607937428, 1848.2137460848767, 1883.3790772337534, 1917.4400732484664, 1949.4412513467064]","[4.183105, 4.177357700000001, 4.173224899999999, 4.1697216, 4.1669269, 4.1646047, 4.1627545, 4.16118, 4.1599598, 4.1587787, 4.1579127, 4.1570077, 4.1562991, 4.1555905]",3257.2058338867187
9,0.5,1,25,"[0.0, 30.005330911261353, 65.98857729511599, 103.86005387573482, 144.30644174692725, 187.7617176242377, 233.89426503505672, 279.04046151463194, 324.7951946520267, 368.9314260453367, 412.7582088217297, 456.80097114574585, 502.2836495691889, 548.8024437811033, 596.7489576715537, 644.062751503931, 690.2719858353854, 735.4075222694568, 778.1690481736999, 819.6799537401149, 860.4523795152132, 898.9133129051264, 936.9213628505987, 974.2494965071274, 1010.9677716584041, 1047.0484132828824, 1083.001922134497, 1118.8286945680998, 1155.387397533017, 1191.2297522707004, 1228.0345922920046, 1264.500652804115, 1301.6386952783282, 1339.4158210862724, 1378.147960708091, 1417.1150641278505, 1457.4131631884802, 1497.934119004597, 1540.0875034853857, 1581.663118063388, 1622.7192266230077, 1662.8634843674695, 1702.1674713601992, 1739.6832306645379, 1776.1981492675145, 1812.3585881158992, 1847.5212476904303, 1882.4990606362203, 1917.2273232329921, 1949.593577772624]","[4.1829867, 4.1773186, 4.173028, 4.1696033, 4.1669269, 4.1646047, 4.1627936000000005, 4.1612983, 4.1599598, 4.1590152, 4.157991399999999, 4.1570864, 4.1563778, 4.1556692]",3253.0794551060667
10,0.5,1,25,"[0.0, 30.86733338683939, 66.73763878053069, 104.26885710181591, 144.73054461767902, 187.78575055316549, 233.4703132776648, 279.5524756881921, 324.39197434574555, 369.02680498932057, 412.8315855551822, 456.7678392739865, 501.79003436480366, 548.3363345164892, 596.4059092735897, 643.7198406601951, 689.5755192365239, 734.7772508229102, 777.6431409194497, 819.2294137810536, 859.6409519698, 898.5538421898689, 936.283157436251, 973.6160592233114, 1009.7837358478394, 1046.416520023141, 1082.2376078867883, 1118.2693588518757, 1154.3186333652438, 1190.3853962473631, 1227.0302938875561, 1263.684899038351, 1300.5993642392561, 1338.2897993440313, 1376.5879893265887, 1415.732136888998, 1455.4597492288822, 1496.6252468833143, 1538.07248225793, 1579.8175314875007, 1620.646904347877, 1660.917580986379, 1699.7456687367476, 1737.4659255011143, 1774.2539571557063, 1809.7783130355097, 1845.298196882076, 1880.341406928373, 1915.0412474318614, 1935.0714403892011]","[4.1828685, 4.177357700000001, 4.1731462, 4.1696033, 4.1667299, 4.164526, 4.162715, 4.1612191, 4.1599989, 4.1588578, 4.1578736, 4.1570864, 4.1563382, 4.155551]",3248.384871151666
11,0.5,1,25,"[0.0, 29.514137624673822, 64.81573539070268, 102.21225322694738, 142.46946222418592, 185.91726325539526, 231.6744727353564, 277.57088794403614, 322.7780216776222, 366.87859829802846, 410.54959583734194, 454.715602078575, 499.4192681942244, 545.8675978328444, 593.5943675279469, 640.5736600082131, 686.857961230054, 731.9715369268459, 775.2491041972866, 816.392823814491, 856.7451780316156, 895.6801147885211, 933.9288549988563, 970.9977501672689, 1007.5819936803517, 1043.5698843231717, 1079.7931719155736, 1115.5321501146423, 1151.7300113208212, 1187.3084741702496, 1223.8586299284693, 1260.4275624814072, 1297.5085064514847, 1334.961574711449, 1373.3413935070798, 1412.5637081046862, 1452.2702264915615, 1493.0980792273153, 1534.410427213198, 1575.406165990319, 1616.9422885162871, 1656.6699916729222, 1696.0136155895834, 1733.8639064738213, 1770.153931174067, 1805.6430880589633, 1841.0805815260446, 1876.0528449534927, 1910.4617196373251, 1934.9897915966126]","[4.182711100000001, 4.1771216, 4.1729097, 4.1694856, 4.1667299, 4.1643682, 4.1625972, 4.1610618, 4.1598415, 4.1587396, 4.1578341, 4.156929, 4.1562204, 4.1555119]",3244.174007482096
