Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,0.5,1,25,"[0.0, 34.399951999159725, 74.64220454013866, 118.22434503099555, 163.25783353737074, 209.04162723735135, 254.86097001665746, 299.8413182743186, 344.0254680252873, 388.30639130997304, 433.7994024524255, 480.375448401511, 528.5318485065795, 576.6560830424478, 624.8809961511063, 672.6986743654768, 718.9939452384847, 763.6854161662898, 807.815026787659, 849.6067084144909, 890.3239098115669, 929.7752695602501, 967.8429713130477, 1005.0099693582313, 1041.623911779796, 1078.0015584782163, 1113.857901246931, 1149.6694487553586, 1185.5991931163069, 1221.720826540955, 1258.3797835942792, 1295.171721504475, 1332.4956322843573, 1369.9003198274802, 1408.727813624016, 1447.9619880482924, 1488.0003258885476, 1528.5742122451575, 1570.6234424614086, 1613.6586252608809, 1656.3611208094485, 1698.8809509047433, 1741.1921462316532, 1783.8394296374772, 1826.7395289068077, 1867.69236681034, 1906.3263376818131, 1942.6477496157763, 1976.3403324912733, 1999.6968806390373]","[4.1829824, 4.1771154, 4.172587399999999, 4.1691227, 4.1664844, 4.1642399, 4.162468, 4.1610899, 4.159908799999999, 4.158806299999999, 4.1578612, 4.1571131, 4.1564436, 4.1557746]",3263.511901165233
3,0.5,1,25,"[0.0, 29.34754408210722, 69.48151222119554, 112.74378445832497, 157.20971807354954, 203.45809850871456, 249.50844274171584, 294.9989131613162, 339.1308658056522, 383.23941778781705, 427.7985917168322, 474.51207998816744, 522.1821334349727, 570.5927540532011, 619.3389308870719, 666.5341991425507, 713.5668101226893, 758.5304885719574, 801.3777158912258, 843.7822367193412, 883.5830548298352, 923.3487477688741, 961.1055971954206, 998.3651594940941, 1034.5833974691486, 1070.8040490866606, 1106.9141958360121, 1142.4183839840532, 1178.4685618579765, 1214.917304451085, 1251.0777566804595, 1287.8839506285676, 1325.082127929264, 1362.9996524749533, 1401.4097891518188, 1440.3476288969919, 1480.4905377539678, 1521.5961174433498, 1562.978074443097, 1605.5435222118551, 1648.2848869208267, 1690.8872852717097, 1732.7167906752309, 1773.608896755011, 1815.5594815398251, 1855.396888470629, 1894.3208778688693, 1930.5040077994483, 1964.6143373349275, 1984.8495063227008]","[4.1828642, 4.1770368, 4.1727057, 4.1693983, 4.166799500000001, 4.1647911, 4.1632161, 4.161719799999999, 4.160578299999999, 4.1596727, 4.1587667, 4.1579399, 4.1572704, 4.156522799999999]",3262.9538475808367
4,0.5,1,25,"[0.0, 24.532998950480874, 64.02441864965715, 106.98846490127869, 152.19372431876639, 198.05719463940534, 244.06816682901228, 289.4552229507599, 333.68254291614005, 377.9565993592794, 422.70424523314955, 469.30685771359174, 517.0046227166796, 565.1470622841608, 613.95336698979, 661.0406613399645, 707.1152477208378, 752.1110014688742, 795.2168522196833, 837.403727288127, 877.7832833238034, 916.7685392569987, 954.2765070960978, 991.6545148983292, 1027.8279171675085, 1063.8039699299125, 1099.9322860431976, 1135.3343956551494, 1171.2787596608778, 1207.4728815401386, 1243.689577510816, 1280.780672076059, 1318.0850694447918, 1355.7106727279051, 1393.8247014462218, 1432.9759288376667, 1473.1536932222875, 1514.2523713586288, 1556.4538647769268, 1598.7585332716167, 1641.375845339795, 1683.4666752878584, 1724.6124173934122, 1765.282950890958, 1805.578842347582, 1845.3016126047637, 1883.917165254546, 1920.0149482207253, 1953.5661819206193, 1984.2385099796575]","[4.1828642, 4.176919, 4.172863, 4.1696739, 4.1670752, 4.165185, 4.16361, 4.162231899999999, 4.1612082, 4.160224, 4.159318, 4.1585698, 4.1578612, 4.15731]",3261.76640613471
5,0.5,1,25,"[0.0, 33.09852473386525, 73.0172496993822, 115.36467681140289, 160.14505520882415, 206.19316701140076, 251.88722453000867, 297.5355593306299, 342.1484207786576, 386.09399873035784, 430.84435145371845, 477.12282488480014, 524.3891662986451, 573.1929369967842, 621.1370069818435, 668.4432401540874, 715.0442274932524, 760.2413053326665, 803.3960596157505, 845.289686851902, 885.2486835247138, 924.2164657289078, 961.8502042437905, 998.8336826750057, 1034.8917321397357, 1071.1357408351023, 1106.6602966504392, 1142.3694213980184, 1178.267253416103, 1214.283316898447, 1250.9344470144988, 1287.5789339853054, 1324.9962834537664, 1362.2764399169714, 1400.5969675815359, 1439.9477011525532, 1480.0892048720016, 1521.2370475609832, 1563.410436378088, 1605.6560599716527, 1647.8634471948694, 1689.7325780404158, 1730.8656627717564, 1770.702114789765, 1810.237021544815, 1849.5701331247128, 1887.4019703853528, 1923.5897962362478, 1957.5307824614506, 1984.5627193054893]","[4.1828642, 4.177155, 4.173217299999999, 4.1700673, 4.1677837, 4.1659727, 4.1643186000000005, 4.1630192, 4.1619954, 4.1610899, 4.1601844, 4.1595936, 4.1589246, 4.1584911]",3261.057192756758
6,0.5,1,25,"[0.0, 35.91087871880154, 74.78633800089528, 117.75092851209911, 162.08251712199035, 208.4335202226231, 253.90883448213378, 299.5867667966462, 344.1420538743413, 388.5289416692109, 433.2505148866429, 478.8227228870925, 526.2050693427675, 574.8012567168687, 623.0886943150372, 670.5688748783621, 717.2131110317055, 761.5891445458278, 805.296875660043, 846.6209004906123, 886.5387005649457, 925.533253337192, 963.0514575008681, 999.8278226696959, 1036.2081493946027, 1072.2228871562104, 1107.4916408287377, 1143.6253809564514, 1179.016970855789, 1215.4303713169252, 1251.716006452547, 1288.9228147285407, 1325.894600120005, 1363.1331351544789, 1401.786646403107, 1440.8710954434089, 1480.6438954752057, 1521.7686722593323, 1563.7974422721065, 1606.80206442564, 1648.4103525344888, 1690.1499895317568, 1730.8053146599998, 1770.1435818863577, 1809.276813115899, 1848.0903418924343, 1885.7428497085718, 1921.931922070309, 1955.879702339292, 1984.8050668307826]","[4.1828251000000005, 4.177155, 4.1730995, 4.1700673, 4.1677051, 4.1658149, 4.1644368, 4.163137399999999, 4.1619167, 4.1610112, 4.1601844, 4.159751399999999, 4.158885, 4.1584125]",3258.477707533907
7,0.5,1,25,"[0.0, 26.803080643931366, 65.29443406055327, 107.541557347859, 152.25656119974224, 197.98461402659086, 244.26123227292726, 289.70546147735865, 334.45867394832965, 378.88013621290474, 423.3027853212708, 468.9133487026519, 516.129894773727, 564.3509093112986, 612.8039256533981, 660.2958967582598, 706.3234756736591, 751.6246306721599, 794.8273081100768, 836.1660671211481, 875.9623494932347, 915.1699608657224, 952.619032632317, 989.4860990000155, 1025.4996867503996, 1061.6612887433562, 1097.292783457041, 1132.7741340820726, 1168.6087762430006, 1204.3699388064674, 1241.1232770253114, 1278.0065398041443, 1314.8383069241258, 1352.3417966850716, 1390.8494056303512, 1429.9962411438905, 1469.787047481605, 1511.2319103319587, 1552.9951860074016, 1595.6455287857534, 1638.0490792664632, 1678.6523868962095, 1719.5897372001132, 1758.561011412717, 1797.331996763974, 1835.2218928503676, 1872.8234964361645, 1908.7087025847104, 1943.1942141085, 1970.4364044630265]","[4.1826677000000005, 4.1769977, 4.1731782, 4.1701465, 4.1677442000000005, 4.166169200000001, 4.1644368, 4.1633344, 4.162231899999999, 4.1611686, 4.160381299999999, 4.159711799999999, 4.159081899999999, 4.158649]",3256.225984847006
8,0.5,1,25,"[0.0, 29.618854325547886, 68.76147456684589, 110.60489510963748, 154.5597919456684, 201.30297247140982, 247.1018294441178, 292.7976380153077, 337.5087025335073, 381.6640369027251, 426.1534162521293, 471.74805377388316, 518.3836753637316, 567.0578991953593, 615.3056925694699, 662.7706615645858, 709.0788402462332, 753.8188780024728, 797.0780930446143, 838.2467809830981, 878.5729814130242, 917.2370965837321, 955.1455439379171, 992.1106274835605, 1027.90679806958, 1063.6161123461643, 1099.2692620102084, 1135.0062546283266, 1170.7552996701302, 1206.7979287827015, 1243.153700355586, 1279.7196694876857, 1316.7453485846404, 1354.5444272803375, 1392.5368681517916, 1431.412625284372, 1471.9274445555297, 1513.0460834900468, 1554.9693503748917, 1597.4117876906867, 1639.1078624542151, 1681.1768534371472, 1721.5850306099346, 1759.8859047764681, 1798.1785219148046, 1835.3604838447532, 1872.6261969924158, 1908.648932306569, 1942.9739422828475, 1970.5856798141813]","[4.1828251000000005, 4.1771946, 4.1733356, 4.1703429, 4.1680198, 4.1661301, 4.1646733, 4.1635704, 4.162547099999999, 4.161562399999999, 4.160853899999999, 4.160144799999999, 4.1593971, 4.1588454]",3254.16196313314
9,0.5,1,25,"[0.0, 33.19358142062697, 71.62217189226556, 113.27504551348886, 157.76116524617976, 203.60793973332216, 249.50626546898445, 294.951650519635, 340.24243384650345, 384.25102965910537, 428.76848520394515, 473.86187913051015, 520.8042740209187, 569.4761410078843, 617.6461909666627, 664.9435966043989, 711.0428184468055, 756.0589795599437, 799.2503704542858, 840.9024627838071, 880.5336028274714, 919.0885255944688, 957.2922123924832, 993.6482222504014, 1029.6312142567424, 1065.6314027271455, 1101.074988879756, 1136.626262056711, 1172.4059096864962, 1208.3177905110701, 1244.7299830187414, 1281.371920336107, 1318.5589449879897, 1356.080298951847, 1394.6022471751905, 1433.523354709738, 1473.3806329743963, 1514.580134070938, 1556.3596043149473, 1598.8386203228424, 1640.9955482216787, 1682.3958315485565, 1722.8599117835593, 1761.0375987746193, 1798.6262420182152, 1835.3634108782921, 1872.4104800867312, 1908.3270372469688, 1942.9733464158253, 1970.4424483168546]","[4.1825886, 4.1769977, 4.173256899999999, 4.1703429, 4.1680198, 4.166169200000001, 4.1646733, 4.1635704, 4.1623893, 4.161562399999999, 4.1607356, 4.160027, 4.1594362, 4.158885]",3252.204240917019
10,0.5,1,25,"[0.0, 35.46867314843223, 73.58625217105532, 115.15991479225067, 159.6557994263128, 205.39258952733292, 251.7896944390127, 296.9462881136111, 342.06451856372166, 385.86971432119265, 430.66238859946577, 475.62062383380317, 522.4038587199817, 570.0236813515579, 618.815164507441, 666.7590971699539, 712.7833777862069, 757.3209488360263, 800.4498204338007, 842.0188681803533, 881.9182686697255, 920.783255997735, 958.0046531505867, 994.6178760592448, 1031.1271388825458, 1066.7255730996048, 1101.8926781467144, 1137.7745055026508, 1173.6854823918989, 1209.299558130751, 1245.2236335873863, 1282.3765478397067, 1319.2786504303604, 1356.4998737636765, 1395.4203137738182, 1434.3377989552637, 1474.3540803522155, 1515.674630486662, 1557.9636426513548, 1599.8995523876456, 1641.9201595361333, 1683.0516313637736, 1723.40362385858, 1761.7370549153152, 1799.1769682001423, 1835.3303108978507, 1871.8969232900731, 1907.408168368424, 1941.953406777106, 1970.3637306504993]","[4.1825886, 4.1769581, 4.1730208, 4.1704221, 4.1682563, 4.1662483, 4.1647911, 4.16361, 4.1626258, 4.1616807, 4.1610112, 4.160144799999999, 4.1596727, 4.159081899999999]",3249.599257408857
11,0.5,1,25,"[0.0, 33.47449169873414, 71.7835419968228, 113.203185944486, 156.96781635606123, 202.97461735970262, 249.04171655067603, 294.59092311192376, 339.5540527483306, 383.3253548404456, 427.6777766640247, 472.4401794146961, 519.8237684329266, 568.0668955360892, 615.9539272693461, 663.7723407691946, 709.5756873146637, 754.547761438451, 797.4502097517794, 838.9207242142935, 879.1413940495516, 917.4124262698559, 955.0254548802938, 991.7448265989184, 1027.7819610725396, 1063.7164186439122, 1098.5726471034723, 1134.4420175762398, 1170.2493831304241, 1206.2441974571266, 1242.2003667265944, 1278.8629590118867, 1316.1839136810236, 1353.3235185982808, 1392.0461650097486, 1430.5434953093445, 1471.2564843137384, 1512.4244594592783, 1553.8590177828128, 1596.7275326895528, 1638.431839514285, 1680.0550188399816, 1720.3460296338608, 1758.1441721585375, 1795.0608467794636, 1831.452530816765, 1867.0164228012864, 1902.6982216570127, 1937.281517382888, 1956.1190537345383]","[4.1826677000000005, 4.177352, 4.1733356, 4.1704612, 4.1682959, 4.16676, 4.165066700000001, 4.1637282, 4.1628227, 4.161956299999999, 4.1612477, 4.1605387, 4.1598301, 4.159318]",3247.2089844959883
