Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
2,2.5,1,25,"[0.0, 29.867610992512596, 70.32099769696913, 115.54661085618125, 163.2981512718303, 212.04153211872494, 262.6601539750976, 311.51644463467335, 360.6028555376156, 408.7445155510686, 455.71180831325, 502.2505213918055, 549.4570104190229, 597.0279100345886, 643.0555775654245, 688.0791607510375, 731.2553304248911, 772.7205503873643, 812.3369780800986, 851.5683566478913, 890.5129389828351, 929.0448055926906, 967.8042086407343, 1006.9841988003607, 1046.6374783120198, 1086.4637931393333, 1127.0911755625255, 1167.8703942277998, 1209.178992233164, 1251.4598055221038, 1294.7654647224883, 1339.2860316863641, 1385.2491385879855, 1431.9806960693425, 1480.5396975367732, 1526.7918654145353, 1570.9562186969122, 1611.7812179884374, 1649.1753470919132, 1684.0315015461103, 1716.253899521823, 1746.653016296386, 1775.5145320744816, 1803.6646817745266, 1831.6789526147948, 1859.2653192082782, 1887.846481180845, 1917.531344021432, 1948.8468676651576, 1975.7124047755258]","[4.1824985, 4.177458799999999, 4.1741519, 4.1716318, 4.1696634, 4.1679702, 4.1667891, 4.1656475, 4.1647415, 4.1638756, 4.1632061, 4.162418799999999, 4.161946299999999, 4.1613555]",3247.637309043511
3,2.5,1,25,"[0.0, 33.48999244077015, 74.144264762783, 118.46133390306113, 166.50016767947136, 215.89949996499092, 265.77657658758847, 315.029251809176, 364.0218735179724, 411.82302595746114, 459.27330372662004, 505.32798181301996, 552.0490822325501, 598.8407252993948, 645.1404247649953, 689.8795085539814, 732.7027788405296, 774.3103841196087, 814.2318864479009, 853.2354403444524, 891.7778465066162, 930.4677362430928, 969.2226796721575, 1007.967161779475, 1047.5331292961935, 1087.8458722024704, 1128.204551104789, 1169.2542278527715, 1210.460314310726, 1252.953549268186, 1295.9906082328068, 1341.237966851117, 1386.845008896303, 1434.5468582796, 1482.2339808682261, 1528.6244923315824, 1572.348941587166, 1613.1203343107734, 1650.6919721540642, 1684.5302239392956, 1716.6102722434937, 1747.043794607572, 1775.9660730765133, 1803.8793802331404, 1831.5357134726253, 1859.4729364141306, 1887.6299224577517, 1917.6467351602462, 1948.6557438771144, 1975.170059800754]","[4.1826563, 4.177576999999999, 4.1744275, 4.1719074, 4.1700568, 4.168561, 4.1672616, 4.1661196, 4.1652927, 4.164426799999999, 4.1637182, 4.163167, 4.1625371, 4.1620646]",3248.392912110191
4,2.5,1,25,"[0.0, 33.38122446933164, 73.55131123765523, 118.3194940246234, 166.1844883932016, 216.09371761199407, 265.41711707913043, 314.6734578604975, 364.3931215362204, 412.0648503180703, 459.2119491069154, 505.2913581499588, 551.648251778269, 598.3886855803955, 644.2457106578856, 688.810191481012, 731.4214383723331, 772.7031620333498, 813.0316295856824, 852.1475496571966, 890.6647135147475, 929.1915702312506, 968.2008064530778, 1007.1005297804381, 1046.8189973806432, 1086.6360032818322, 1127.245824805138, 1167.7503384163547, 1209.395752437697, 1251.6513717170176, 1295.418772465291, 1339.694803374796, 1386.5491811292788, 1433.889854922366, 1481.654447847007, 1528.3253718385297, 1571.8254121481261, 1612.411302132716, 1649.420014028108, 1683.3189774633372, 1715.6414179594601, 1745.612977159303, 1774.2045622486055, 1802.5226693371858, 1830.1250598945323, 1857.7944670219783, 1886.5112841552789, 1916.0611218084348, 1947.48707569374, 1976.2683556320528]","[4.1828527, 4.177734399999999, 4.1743484, 4.1720648, 4.1700964, 4.168639700000001, 4.1672616, 4.1661987, 4.1652927, 4.164426799999999, 4.1637182, 4.1630883, 4.1625371, 4.162025]",3247.386941791045
5,2.5,1,25,"[0.0, 32.727193575523074, 72.3904254429425, 117.22481558022116, 164.8254108211412, 214.77395382788495, 264.481894641281, 314.2565998160177, 363.0879142997085, 410.65189929686426, 457.5393952377892, 503.3664812319862, 549.2955967031044, 595.6573705346996, 641.6545126879682, 686.3563534542034, 729.6102174421769, 770.6236532946418, 810.2619998561254, 849.5597629417796, 888.1685234122683, 926.9120533294763, 965.5554513301036, 1004.8995062880383, 1044.2192489797894, 1083.7526952033243, 1124.8094859770652, 1165.777165251879, 1207.0768599847477, 1249.4068722860436, 1292.6321014248435, 1337.4923860310603, 1384.4215570617457, 1432.0519218473264, 1479.764122896012, 1526.1687760941581, 1569.9530996097742, 1610.0940565800088, 1647.1983004684012, 1681.0945801974049, 1712.8949436812823, 1743.1670957176184, 1771.6513120507384, 1799.4481323775217, 1827.3100116591477, 1855.125774621562, 1883.8007316838402, 1913.074682624631, 1944.5401113632988, 1976.5802054647497]","[4.1826954, 4.1776166, 4.1744666, 4.171947, 4.1700964, 4.1684427, 4.1672616, 4.1661592, 4.1652141, 4.164426799999999, 4.163757299999999, 4.1630883, 4.162615799999999, 4.161946299999999]",3246.083152903237
6,2.5,1,25,"[0.0, 30.035470001426006, 69.28175509174935, 113.13268737076294, 161.4087919194792, 211.29609962594668, 260.98996787499334, 311.24004810251256, 359.60167191897494, 406.60440055801973, 453.632342476855, 499.66367249809696, 545.2667257367702, 591.3681868930742, 636.9174938842727, 681.5963569627058, 724.7164554791786, 765.6954913290353, 805.8138711726051, 844.6076042338711, 883.1885714077303, 922.6422726817736, 961.161886637356, 999.8943476016923, 1039.7987590058167, 1079.611802656401, 1120.1353409545927, 1161.5085357837886, 1202.821208513171, 1245.193154860372, 1288.5208718158449, 1333.4264788718701, 1380.8234648528253, 1427.8824099778792, 1475.745087894137, 1522.1366395959328, 1565.4332399540351, 1605.727400420725, 1642.295616911201, 1676.8927599709698, 1708.2426087704023, 1737.9717679784537, 1766.7592973187764, 1794.6280414502223, 1822.2270350830293, 1850.035015284311, 1878.600089919886, 1908.3410145151458, 1939.2975585714073, 1969.6249495386062]","[4.1828136, 4.177734399999999, 4.174506200000001, 4.1720648, 4.170214700000001, 4.168561, 4.1673403, 4.166237799999999, 4.165332299999999, 4.1646237, 4.1638756, 4.1632848, 4.1627336, 4.1623006]",3245.597822443846
7,2.5,1,25,"[0.0, 33.993275052563604, 72.30915351333488, 116.93362402244259, 164.8164817054428, 213.67955585437528, 264.32548722995193, 313.24128567223363, 362.03247402672594, 410.17457386846706, 456.46133121222476, 502.4867797790297, 547.7906504743856, 593.3433981358634, 639.4825268291048, 683.5609361357068, 726.8604124227005, 767.9253102392992, 807.7194253215656, 847.0092631789561, 885.6207842634857, 924.2794155917467, 963.1404488781776, 1002.430854557028, 1041.8730437416266, 1081.9495491707958, 1122.3448286341072, 1163.238605611482, 1204.8152561227084, 1247.214322271952, 1290.6884569599279, 1335.7311887459837, 1382.5097626513693, 1430.305527723303, 1477.7471940374257, 1524.624539914471, 1567.2571077636612, 1607.36958168598, 1644.3041252881103, 1677.8448373080364, 1709.7656622413047, 1739.2787937340822, 1768.1617066427234, 1796.01540462828, 1823.7354918370656, 1851.0984492321008, 1879.8831050705126, 1909.3326927332982, 1941.0864502185268, 1969.0059240966134]","[4.1826954, 4.1776166, 4.1745453, 4.171986100000001, 4.1702538, 4.168639700000001, 4.1673007, 4.1663561, 4.1652927, 4.1646237, 4.1637969, 4.163167, 4.1626549, 4.1622615]",3243.843591233181
8,2.5,1,25,"[0.0, 34.674423153215116, 73.38873965762787, 116.26715061441644, 164.79230170758262, 215.84457522098114, 269.108817856223, 322.2105162733028, 373.53350755252154, 422.6752782930778, 468.74242956225476, 512.1296344581842, 555.2064220711486, 598.2416110297372, 642.2682197373542, 685.8543155339767, 728.0922368329811, 768.8692870136954, 808.8904086558737, 847.6861546920247, 886.238408311986, 924.4783390576879, 963.2794460016826, 1002.2653585413427, 1042.0730226974367, 1081.021671690599, 1122.1654471020256, 1162.8610642699146, 1204.7891824570097, 1247.171961089849, 1290.3531696118757, 1335.7353604113953, 1382.6248807323987, 1430.1469190727762, 1477.5921670647117, 1524.3030562943745, 1567.4780736471412, 1607.253477752884, 1643.729398542986, 1677.4943362546524, 1709.13698750893, 1738.8345654552195, 1767.5077366140922, 1795.0822865463206, 1822.7046855516237, 1850.5829463383443, 1879.034370438761, 1908.5987785158882, 1940.1554879622377, 1968.3219713782428]","[4.1826563, 4.1778131, 4.1743879, 4.1720648, 4.170214700000001, 4.168600100000001, 4.1673007, 4.166277399999999, 4.1654897, 4.164662799999999, 4.163954299999999, 4.163363899999999, 4.1626945, 4.1623793]",3242.039956559247
9,2.5,1,25,"[0.0, 35.57770946489609, 74.09739447856282, 117.41376532052027, 165.10086747498815, 214.71422614047913, 264.7984019882125, 314.86006656469317, 363.37477123207054, 410.89058166720315, 457.43375902076514, 502.8655398507042, 547.9411582688474, 593.4678931070146, 638.790773716571, 683.4050039044066, 726.08417501028, 767.0787345493588, 807.1421474697238, 846.2624474264619, 884.8547620311599, 923.851281882206, 962.4302755471781, 1001.2521250900245, 1041.0930323059904, 1081.2228670908482, 1121.8459126447526, 1162.501325296339, 1204.057574077098, 1246.4923809364034, 1290.3971461704211, 1335.140718749893, 1382.266314343527, 1430.671264743752, 1477.9982467369823, 1524.2026093478717, 1567.0949151206814, 1607.3302806971888, 1643.543219498249, 1677.1973647023456, 1708.6776312711108, 1738.5395569275593, 1767.2377930584312, 1795.0521497507016, 1822.4274218021724, 1850.1126177783422, 1878.7326386772352, 1908.2317652825004, 1939.9879911491544, 1969.1103371244994]","[4.1825771000000005, 4.177576999999999, 4.174191, 4.1717105000000005, 4.1698995000000005, 4.168324500000001, 4.167143299999999, 4.1660409, 4.1650567, 4.1642299, 4.1636395, 4.1628914, 4.1624975, 4.162025]",3239.241024420031
10,2.5,1,25,"[0.0, 28.717062777566525, 66.99119337619095, 110.3927741742508, 158.19850550825504, 207.5314557671927, 257.73339368091547, 307.43761179845296, 356.51909955462554, 404.0807377025277, 450.4848026699725, 495.9968013223437, 540.8046044017755, 585.7432696512845, 630.9514084132726, 675.4464723817927, 718.1025750768089, 759.6118476653629, 799.4586572048185, 838.6816375391167, 877.3885148191958, 915.9209195385957, 954.5139756123157, 993.5015014177985, 1033.910292753907, 1073.6719983591988, 1114.0142423489197, 1154.7753790496963, 1196.4619054997202, 1238.9072934578448, 1282.2626233265028, 1328.0022531640543, 1374.703410580591, 1422.586231704372, 1470.6365678374982, 1516.5022029093038, 1559.4933972768636, 1599.3678640773878, 1635.8717532739888, 1669.4987624076348, 1701.0020428204648, 1730.6904051546394, 1759.0734096674437, 1786.74663907255, 1814.4078243369331, 1842.519764671741, 1870.8271002505326, 1900.8015592509792, 1932.0545229522959, 1961.9586862300293]","[4.1827741000000005, 4.1776557, 4.1746635, 4.172183, 4.1700964, 4.168561, 4.1674585, 4.166277399999999, 4.1654506, 4.1647024, 4.163993799999999, 4.163363899999999, 4.1627731, 4.1622219]",3238.4055732499182
11,2.5,1,25,"[0.0, 31.05879072061714, 68.9699898104559, 112.36431838460283, 159.80618662872837, 209.34206261065333, 259.4480486297167, 308.90530087184675, 358.1127488291629, 405.50508151619556, 452.2082656111802, 497.1073692053667, 541.60238658035, 586.9570735515804, 632.1410077720977, 676.3207303448673, 719.4243649588186, 760.1359246815077, 800.4938503382625, 839.2252042351977, 878.0693559578835, 916.5980568345205, 955.7118189746288, 994.387626651348, 1034.2425604137757, 1074.3389888598988, 1114.6175729097797, 1155.5221147741677, 1197.0426876653505, 1239.6076963413568, 1283.228007387165, 1328.5695627120715, 1375.239655756114, 1423.39956290626, 1471.3307686093942, 1516.949744363341, 1560.4038625357673, 1599.9254039566788, 1636.0270985447416, 1669.9746352752275, 1700.8626651946336, 1730.8099129773152, 1759.2252507222017, 1786.9227198057736, 1814.428253659986, 1842.0870117853572, 1870.836917685512, 1900.7195484821561, 1932.2187192476847, 1961.2073854252806]","[4.1826563, 4.1776953, 4.1743484, 4.171986100000001, 4.170175100000001, 4.1684427, 4.1673007, 4.1661987, 4.1652141, 4.1645451, 4.1639147, 4.163363899999999, 4.1627336, 4.1621823]",3237.940645133329
